T F 2    2    2    0    2    2    2    2    2    2    1    0    0   0.0000.00000
    1    1    1    0    0    0   2.00000   0.00000   0.00000   0.00000   0.00000
 -99.000 -99.000 -99.000
 -99.00000 -99.00000 -99.00000  2.922360  0.000710 ! H2O & O3 COLUMNS [GM/CM2]
   36MID-LATITUDE SUMMER 
   3.00000   3.00000  90.00449   1.00000   0.00899   0.00000    1        0.00000
    0    0  172    0
   0.00000   0.00000   0.00000  20.00413   0.00000 180.00000   0.00000   0.00000
    9091.0   14286.0      10.0      10.0NW              
    0   0    0.000  0    0.000  0    1.000
    FREQ  TOT_TRANS  PTH_THRML  THRML_SCT  SURF_EMIS   SOL_SCAT  SING_SCAT  GRND_RFLT  DRCT_RFLT  TOTAL_RAD  REF_SOL  SOL@OBS   DEPTH DIR_EM    TOA_SUN BBODY_T[K]
 9091.00 0.95191234 1.9392E-22 0.0000E+00 0.0000E+00 5.1948E-09 5.1948E-09 0.0000E+00 0.0000E+00 5.1948E-09 6.07E-06 6.32E-06   0.049 1.0000 6.9214E-06    689.711
 9101.00 0.96303666 1.4243E-22 0.0000E+00 0.0000E+00 5.1882E-09 5.1882E-09 0.0000E+00 0.0000E+00 5.1882E-09 6.06E-06 6.27E-06   0.038 1.0000 6.7529E-06    690.303
 9111.00 0.97090513 1.0726E-22 0.0000E+00 0.0000E+00 5.3093E-09 5.3093E-09 0.0000E+00 0.0000E+00 5.3093E-09 6.21E-06 6.38E-06   0.030 1.0000 6.7702E-06    691.783
 9121.00 0.97038335 1.0278E-22 0.0000E+00 0.0000E+00 5.3070E-09 5.3070E-09 0.0000E+00 0.0000E+00 5.3070E-09 6.19E-06 6.36E-06   0.030 1.0000 6.7570E-06    692.406
 9131.00 0.96901935 1.0327E-22 0.0000E+00 0.0000E+00 5.2725E-09 5.2725E-09 0.0000E+00 0.0000E+00 5.2725E-09 6.13E-06 6.31E-06   0.031 1.0000 6.7175E-06    692.806
 9141.00 0.97764134 7.1143E-23 0.0000E+00 0.0000E+00 5.1705E-09 5.1705E-09 0.0000E+00 0.0000E+00 5.1705E-09 6.01E-06 6.14E-06   0.023 1.0000 6.4440E-06    692.732
 9151.00 0.96518493 1.0508E-22 0.0000E+00 0.0000E+00 5.3941E-09 5.3941E-09 0.0000E+00 0.0000E+00 5.3941E-09 6.23E-06 6.41E-06   0.035 1.0000 6.8615E-06    694.919
 9161.00 0.98317128 4.8636E-23 0.0000E+00 0.0000E+00 5.6713E-09 5.6713E-09 0.0000E+00 0.0000E+00 5.6713E-09 6.58E-06 6.68E-06   0.017 1.0000 6.9345E-06    697.402
 9171.00 0.97361016 7.2335E-23 0.0000E+00 0.0000E+00 5.6066E-09 5.6066E-09 0.0000E+00 0.0000E+00 5.6066E-09 6.46E-06 6.61E-06   0.027 1.0000 6.9883E-06    697.620
 9181.00 0.97928786 5.4221E-23 0.0000E+00 0.0000E+00 5.5952E-09 5.5952E-09 0.0000E+00 0.0000E+00 5.5952E-09 6.44E-06 6.57E-06   0.021 1.0000 6.8738E-06    698.184
