T F 2    3    3    0    2    2    2    2    2    2    1    0    0   0.0000.00000
    1    1    1    0    0    0  23.00000   0.00000   0.00000   0.00000   0.00000
 -99.000 -99.000 -99.000
 -99.00000 -99.00000 -99.00000  2.922360  0.000710 ! H2O & O3 COLUMNS [GM/CM2]
   36MID-LATITUDE SUMMER 
   3.00000 100.00000  20.00000 103.12543   0.31235   0.00000    0        0.00000
  -99  -99  172    0
 -99.00000 -99.00000 -99.00000 -99.00000 -99.00000 -99.00000   0.00000 -99.00000
    3985.0   33345.0       1.0       1.0NW        W1    
    0   0    0.000  0    0.000  0    1.000
    FREQ   TRANS     SOL TR  SOLAR
 3985.00  0.2740 8.36E-07 3.05E-06                                                              1.295E+00
 3986.00  0.3197 9.78E-07 3.06E-06                                                              1.140E+00
 3987.00  0.6932 2.12E-06 3.06E-06                                                              3.664E-01
 3988.00  0.7052 2.17E-06 3.08E-06                                                              3.493E-01
 3989.00  0.5320 1.64E-06 3.09E-06                                                              6.312E-01
 3990.00  0.1129 3.49E-07 3.09E-06                                                              2.182E+00
 3991.00  0.0925 2.87E-07 3.10E-06                                                              2.380E+00
 3992.00  0.4668 1.45E-06 3.10E-06                                                              7.618E-01
 3993.00  0.3212 9.95E-07 3.10E-06                                                              1.136E+00
 3994.00  0.3721 1.15E-06 3.10E-06                                                              9.887E-01
 3995.00  0.0102 3.17E-08 3.10E-06                                                              4.584E+00
 3996.00  0.3880 1.21E-06 3.11E-06                                                              9.467E-01
 3997.00  0.5466 1.70E-06 3.11E-06                                                              6.041E-01
 3998.00  0.7321 2.28E-06 3.11E-06                                                              3.118E-01
 3999.00  0.6313 1.96E-06 3.11E-06                                                              4.600E-01
 4000.00  0.6365 1.98E-06 3.11E-06                                                              4.518E-01
 4001.00  0.4703 1.46E-06 3.10E-06                                                              7.545E-01
 4002.00  0.7677 2.38E-06 3.10E-06                                                              2.643E-01
 4003.00  0.5302 1.65E-06 3.10E-06                                                              6.345E-01
 4004.00  0.5923 1.83E-06 3.09E-06                                                              5.237E-01
 4005.00  0.4595 1.42E-06 3.10E-06                                                              7.776E-01
 4006.00  0.6481 2.01E-06 3.10E-06                                                              4.337E-01
 4007.00  0.4491 1.39E-06 3.10E-06                                                              8.004E-01
 4008.00  0.0015 4.57E-09 3.10E-06                                                              6.521E+00
 4009.00  0.0641 1.99E-07 3.10E-06                                                              2.747E+00
 4010.00  0.4532 1.41E-06 3.11E-06                                                              7.915E-01
 4011.00  0.3867 1.20E-06 3.11E-06                                                              9.500E-01
 4012.00  0.3652 1.14E-06 3.11E-06                                                              1.007E+00
 4013.00  0.2108 6.56E-07 3.11E-06                                                              1.557E+00
 4014.00  0.5144 1.61E-06 3.12E-06                                                              6.648E-01
 4015.00  0.4595 1.44E-06 3.12E-06                                                              7.777E-01
 4016.00  0.6780 2.12E-06 3.12E-06                                                              3.886E-01
 4017.00  0.3685 1.15E-06 3.13E-06                                                              9.983E-01
 4018.00  0.4665 1.46E-06 3.12E-06                                                              7.625E-01
 4019.00  0.0633 1.95E-07 3.08E-06                                                              2.760E+00
 4020.00  0.1515 4.65E-07 3.07E-06                                                              1.887E+00
 4021.00  0.2955 9.06E-07 3.07E-06                                                              1.219E+00
 4022.00  0.6271 1.93E-06 3.07E-06                                                              4.666E-01
 4023.00  0.7418 2.28E-06 3.08E-06                                                              2.987E-01
 4024.00  0.5587 1.74E-06 3.12E-06                                                              5.822E-01
 4025.00  0.0734 2.29E-07 3.12E-06                                                              2.612E+00
 4026.00  0.2235 6.90E-07 3.09E-06                                                              1.499E+00
 4027.00  0.5660 1.74E-06 3.08E-06                                                              5.691E-01
 4028.00  0.6999 2.15E-06 3.07E-06                                                              3.569E-01
 4029.00  0.5970 1.82E-06 3.05E-06                                                              5.158E-01
 4030.00  0.2102 6.42E-07 3.05E-06                                                              1.560E+00
 4031.00  0.3161 9.73E-07 3.08E-06                                                              1.152E+00
 4032.00  0.5529 1.70E-06 3.07E-06                                                              5.927E-01
 4033.00  0.5968 1.84E-06 3.08E-06                                                              5.162E-01
 4034.00  0.7191 2.24E-06 3.11E-06                                                              3.298E-01
 4035.00  0.6582 2.06E-06 3.13E-06                                                              4.182E-01
 4036.00  0.6913 2.17E-06 3.15E-06                                                              3.692E-01
 4037.00  0.8219 2.60E-06 3.17E-06                                                              1.961E-01
 4038.00  0.8940 2.83E-06 3.17E-06                                                              1.120E-01
 4039.00  0.7666 2.43E-06 3.17E-06                                                              2.657E-01
 4040.00  0.6864 2.17E-06 3.16E-06                                                              3.763E-01
 4041.00  0.8445 2.65E-06 3.14E-06                                                              1.690E-01
 4042.00  0.7987 2.51E-06 3.14E-06                                                              2.248E-01
 4043.00  0.4622 1.45E-06 3.14E-06                                                              7.718E-01
 4044.00  0.0529 1.66E-07 3.14E-06                                                              2.939E+00
 4045.00  0.0121 3.81E-08 3.14E-06                                                              4.412E+00
 4046.00  0.4913 1.54E-06 3.13E-06                                                              7.108E-01
 4047.00  0.7798 2.44E-06 3.12E-06                                                              2.487E-01
 4048.00  0.8328 2.60E-06 3.12E-06                                                              1.830E-01
 4049.00  0.8844 2.76E-06 3.12E-06                                                              1.228E-01
 4050.00  0.8527 2.67E-06 3.13E-06                                                              1.593E-01
 4051.00  0.7880 2.49E-06 3.16E-06                                                              2.383E-01
 4052.00  0.4410 1.40E-06 3.17E-06                                                              8.186E-01
 4053.00  0.8489 2.70E-06 3.18E-06                                                              1.638E-01
 4054.00  0.9085 2.88E-06 3.18E-06                                                              9.594E-02
 4055.00  0.8593 2.73E-06 3.17E-06                                                              1.516E-01
 4056.00  0.9306 2.96E-06 3.18E-06                                                              7.198E-02
 4057.00  0.8783 2.79E-06 3.18E-06                                                              1.298E-01
 4058.00  0.6149 1.96E-06 3.18E-06                                                              4.864E-01
 4059.00  0.8151 2.60E-06 3.19E-06                                                              2.044E-01
 4060.00  0.3078 9.82E-07 3.19E-06                                                              1.178E+00
 4061.00  0.3524 1.12E-06 3.19E-06                                                              1.043E+00
 4062.00  0.8218 2.62E-06 3.18E-06                                                              1.963E-01
 4063.00  0.8781 2.80E-06 3.19E-06                                                              1.300E-01
 4064.00  0.9381 2.99E-06 3.19E-06                                                              6.389E-02
