8410,45680.752,40.021932,100.00001,9973.854492,0.033,-0.201,0.001,304.714,1.091,40.288988,99.593269,9972.902344,90.051,-0.184,0.001,1059,0,0.317787,-0.000586312,1.0441,0,0,300,5,3,0,0,0,0,-40.341,13.101,0,1,0,0.237,0,0,0,250,3500,0,0,0,0,0,0,0.317787,-0.000586312,1.0441,0.93181,85,85,0,0,0,0,1.19108,3,40.28958437,99.59319279,9926.570784,2
8420,45676.516,40.021959,100.00001,9973.825195,0.033,-0.201,0.001,304.746,1.082,40.288988,99.593304,9972.93666,90.051,-0.184,0.001,1059,0,0.325551,-0.000585778,1.03215,0,0,300,5,3,0,0,0,0,-40.341,13.101,0,1,0,0.237,0,0,0,250,3500,0,0,0,0,0,0,0.325551,-0.000585778,1.03215,0.93181,85,85,0,0,0,0,1.19108,3,40.28855227,99.59300542,10026.56986,1
8420,45676.516,40.021959,100.00001,9973.825195,0.033,-0.201,0.001,304.746,1.082,40.288988,99.593304,9972.93666,90.051,-0.184,0.001,1059,0,0.325551,-0.000585778,1.03215,0,0,300,5,3,0,0,0,0,-40.341,13.101,0,1,0,0.237,0,0,0,250,3500,0,0,0,0,0,0,0.325551,-0.000585778,1.03215,0.93181,85,85,0,0,0,0,1.19108,3,40.28958431,99.59322748,9926.609416,2
8430,45672.279,40.021987,100.00001,9973.795898,0.033,-0.2,0.001,304.782,1.05,40.288988,99.593339,9972.969923,90.051,-0.181,0.001,1059,0,0.345661,-0.000584076,0.991958,0,0,300,5,3,0,0,0,0,-40.341,13.101,0,1,0,0.237,0,0,0,250,3500,0,0,0,0,0,0,0.345661,-0.000584076,0.991958,0.93181,85,85,0,0,0,0,1.19108,3,40.28958426,99.59326218,9926.647716,2
8430,45672.279,40.021987,100.00001,9973.795898,0.033,-0.2,0.001,304.782,1.05,40.288988,99.593339,9972.969923,90.051,-0.181,0.001,1059,0,0.345661,-0.000584076,0.991958,0,0,300,5,3,0,0,0,0,-40.341,13.101,0,1,0,0.237,0,0,0,250,3500,0,0,0,0,0,0,0.345661,-0.000584076,0.991958,0.93181,85,85,0,0,0,0,1.19108,3,40.28855227,99.59304019,10026.59734,1
8440,45670.297,40.022014,100.00001,9973.767578,0.033,-0.199,0.001,84.671,1.026,40.288988,99.593339,9972.969923,90.051,-0.181,0.001,1059,0,0.344289,-0.000584437,0.966638,0,0,300,5,3,0,0,0,0,-40.341,13.101,0,1,0,0.237,0,0,0,250,3500,0,0,0,0,0,0,0.344289,-0.000584437,0.966638,0.93181,85,85,0,0,0,0,1.19108,3,40.28855227,99.59304024,10026.59488,1
8440,45670.297,40.022014,100.00001,9973.767578,0.033,-0.199,0.001,84.671,1.026,40.288988,99.593339,9972.969923,90.051,-0.181,0.001,1059,0,0.344289,-0.000584437,0.966638,0,0,300,5,3,0,0,0,0,-40.341,13.101,0,1,0,0.237,0,0,0,250,3500,0,0,0,0,0,0,0.344289,-0.000584437,0.966638,0.93181,85,85,0,0,0,0,1.19108,3,40.28958425,99.59326213,9926.649863,2
8450,45663.806,40.022042,100.00001,9973.738281,0.033,-0.201,0.001,304.848,1.059,40.288988,99.593408,9973.033223,90.051,-0.155,0.001,1059,0,0.335731,-0.00058551,1.00472,0,0,300,5,3,0,0,0,0,-40.341,13.101,0,1,0,0.237,0,0,0,250,3500,0,0,0,0,0,0,0.335731,-0.00058551,1.00472,0.93181,85,85,0,0,0,0,1.19108,3,40.28855229,99.59310975,10026.65182,1
8450,45663.806,40.022042,100.00001,9973.738281,0.033,-0.201,0.001,304.848,1.059,40.288988,99.593408,9973.033223,90.051,-0.155,0.001,1059,0,0.335731,-0.00058551,1.00472,0,0,300,5,3,0,0,0,0,-40.341,13.101,0,1,0,0.237,0,0,0,250,3500,0,0,0,0,0,0,0.335731,-0.00058551,1.00472,0.93181,85,85,0,0,0,0,1.19108,3,40.28958415,99.59333156,9926.718725,2
8460,45659.569,40.022069,100.00001,9973.708984,0.033,-0.203,0.001,304.879,1.094,40.288988,99.593443,9973.06325,90.052,-0.13,0.001,1059,0,0.315391,-0.000587721,1.04791,0,0,300,5,3,0,0,0,0,-40.341,13.101,0,1,0,0.237,0,0,0,250,3500,0,0,0,0,0,0,0.315391,-0.000587721,1.04791,0.93181,85,85,0,0,0,0,1.19108,3,40.2885523,99.59314453,10026.67808,1
8460,45659.569,40.022069,100.00001,9973.708984,0.033,-0.203,0.001,304.879,1.094,40.288988,99.593443,9973.06325,90.052,-0.13,0.001,1059,0,0.315391,-0.000587721,1.04791,0,0,300,5,3,0,0,0,0,-40.341,13.101,0,1,0,0.237,0,0,0,250,3500,0,0,0,0,0,0,0.315391,-0.000587721,1.04791,0.93181,85,85,0,0,0,0,1.19108,3,40.28958408,99.59336624,9926.75204,2
8470,45655.332,40.022096,100.00001,9973.679688,0.033,-0.203,0.001,304.912,1.076,40.288988,99.593477,9973.092205,90.052,-0.099,0.001,1059,0,0.328569,-0.000586667,1.02493,0,0,300,5,3,0,0,0,0,-40.341,13.101,0,1,0,0.237,0,0,0,250,3500,0,0,0,0,0,0,0.328569,-0.000586667,1.02493,0.93181,85,85,0,0,0,0,1.19108,3,40.28855231,99.5931793,10026.70174,1
8470,45655.332,40.022096,100.00001,9973.679688,0.033,-0.203,0.001,304.912,1.076,40.288988,99.593477,9973.092205,90.052,-0.099,0.001,1059,0,0.328569,-0.000586667,1.02493,0,0,300,5,3,0,0,0,0,-40.341,13.101,0,1,0,0.237,0,0,0,250,3500,0,0,0,0,0,0,0.328569,-0.000586667,1.02493,0.93181,85,85,0,0,0,0,1.19108,3,40.28958403,99.59340093,9926.785618,2
8480,45651.095,40.022124,100.00001,9973.651367,0.033,-0.201,0.001,84.708,1.044,40.288988,99.593512,9973.120103,90.052,-0.062,0.001,1059,0,0.348678,-0.00058497,0.98384,0,0,300,5,3,0,0,0,0,-40.341,13.101,0,1,0,0.237,0,0,0,250,3500,0,0,0,0,0,0,0.348678,-0.00058497,0.98384,0.93181,85,85,0,0,0,0,1.19108,3,40.28855231,99.59321406,10026.72377,1
8480,45651.095,40.022124,100.00001,9973.651367,0.033,-0.201,0.001,84.708,1.044,40.288988,99.593512,9973.120103,90.052,-0.062,0.001,1059,0,0.348678,-0.00058497,0.98384,0,0,300,5,3,0,0,0,0,-40.341,13.101,0,1,0,0.237,0,0,0,250,3500,0,0,0,0,0,0,0.348678,-0.00058497,0.98384,0.93181,85,85,0,0,0,0,1.19108,3,40.28958398,99.59343562,9926.818626,2
8490,45646.858,40.022151,100.00001,9973.62207,0.033,-0.201,0.001,304.982,1.038,40.288988,99.593547,9973.146959,90.052,-0.023,0.001,1059,0,0.349009,-0.000585178,0.977761,0,0,300,5,3,0,0,0,0,-40.341,13.101,0,1,0,0.237,0,0,0,250,3500,0,0,0,0,0,0,0.349009,-0.000585178,0.977761,0.93181,85,85,0,0,0,0,1.19108,3,40.28855231,99.59324883,10026.74568,1
8490,45646.858,40.022151,100.00001,9973.62207,0.033,-0.201,0.001,304.982,1.038,40.288988,99.593547,9973.146959,90.052,-0.023,0.001,1059,0,0.349009,-0.000585178,0.977761,0,0,300,5,3,0,0,0,0,-40.341,13.101,0,1,0,0.237,0,0,0,250,3500,0,0,0,0,0,0,0.349009,-0.000585178,0.977761,0.93181,85,85,0,0,0,0,1.19108,3,40.28958392,99.59347031,9926.849794,2
8500,45644.874,40.022178,100.00001,9973.592773,0.033,-0.203,0.001,305.014,1.069,40.288988,99.593547,9973.146959,90.052,-0.023,0.001,1059,0,0.32937,-0.000587314,1.01742,0,0,300,5,3,0,0,0,0,-40.341,13.101,0,1,0,0.237,0,0,0,250,3500,0,0,0,0,0,0,0.32937,-0.000587314,1.01742,0.93181,85,85,0,0,0,0,1.19108,3,40.2895839,99.59347024,9926.850909,2
8500,45644.874,40.022178,100.00001,9973.592773,0.033,-0.203,0.001,305.014,1.069,40.288988,99.593547,9973.146959,90.052,-0.023,0.001,1059,0,0.32937,-0.000587314,1.01742,0,0,300,5,3,0,0,0,0,-40.341,13.101,0,1,0,0.237,0,0,0,250,3500,0,0,0,0,0,0,0.32937,-0.000587314,1.01742,0.93181,85,85,0,0,0,0,1.19108,3,40.28855233,99.59324888,10026.74441,1
8510,45640.636,40.022206,100.00001,9973.563477,0.033,-0.204,0.001,305.043,1.107,40.288988,99.593582,9973.172787,90.053,0.019,0.001,1059,0,0.309034,-0.000589518,1.06262,0,0,300,5,3.17221,0,0,0,0,-49.356,-0.073,49.356,1,40.363,0.648,0,0,0,250,3500,246.779205,-246.779004,-0.366024,1233.896026,-1233.895022,-1.830118,0.309034,-0.000589518,1.06262,0.91377,85,85,1,0,0,0.0185915,1.03098,3.17221,40.28855234,99.59328365,10026.76584,1
8510,45640.636,40.022206,100.00001,9973.563477,0.033,-0.204,0.001,305.043,1.107,40.288988,99.593582,9973.172787,90.053,0.019,0.001,1059,0,0.309034,-0.000589518,1.06262,0,0,300,5,3.17221,0,0,0,0,-49.356,-0.073,49.356,1,40.363,0.648,0,0,0,250,3500,246.779205,-246.779004,-0.366024,1233.896026,-1233.895022,-1.830118,0.309034,-0.000589518,1.06262,0.91377,85,85,1,0,0,0.0185915,1.03098,3.17221,40.28958384,99.59350493,9926.880579,2
8520,45634.145,40.022233,100.00001,9973.535156,0.033,-0.202,0.001,84.744,1.078,40.288988,99.593651,9973.221416,90.053,0.099,0.001,1059,0,0.32928,-0.000587792,1.02655,0,0,300,5,3.17221,0,0,0,0,-49.356,-0.073,49.356,1,40.363,0.648,0,0,0,250,3500,246.779205,-246.779004,-0.366024,1233.896026,-1233.895022,-1.830118,0.32928,-0.000587792,1.02655,0.91377,85,85,1,0,0,0.0185915,1.03098,3.17221,40.28855233,99.59335312,10026.80545,1
8520,45634.145,40.022233,100.00001,9973.535156,0.033,-0.202,0.001,84.744,1.078,40.288988,99.593651,9973.221416,90.053,0.099,0.001,1059,0,0.32928,-0.000587792,1.02655,0,0,300,5,3.17221,0,0,0,0,-49.356,-0.073,49.356,1,40.363,0.648,0,0,0,250,3500,246.779205,-246.779004,-0.366024,1233.896026,-1233.895022,-1.830118,0.32928,-0.000587792,1.02655,0.91377,85,85,1,0,0,0.0185915,1.03098,3.17221,40.28958375,99.59357435,9926.937053,2
8530,45629.908,40.022261,100.00001,9973.505859,0.033,-0.199,0.001,305.112,1.046,40.288988,99.593686,9973.244236,90.053,0.137,0.001,1059,0,0.348574,-0.000586183,0.985743,0,0,300,5,3.17221,0,0,0,0,-49.356,-0.073,49.356,1,40.363,0.648,0,0,0,250,3500,246.779205,-246.779004,-0.366024,1233.896026,-1233.895022,-1.830118,0.348574,-0.000586183,0.985743,0.91377,85,85,1,0,0,0.0185915,1.03098,3.17221,40.28855233,99.59338787,10026.82145,1
8530,45629.908,40.022261,100.00001,9973.505859,0.033,-0.199,0.001,305.112,1.046,40.288988,99.593686,9973.244236,90.053,0.137,0.001,1059,0,0.348574,-0.000586183,0.985743,0,0,300,5,3.17221,0,0,0,0,-49.356,-0.073,49.356,1,40.363,0.648,0,0,0,250,3500,246.779205,-246.779004,-0.366024,1233.896026,-1233.895022,-1.830118,0.348574,-0.000586183,0.985743,0.91377,85,85,1,0,0,0.0185915,1.03098,3.17221,40.28958371,99.59360905,9926.965805,2
