T F 2    3    3    0    2    2    2    2    2    2    1    0    0   0.0000.00000
    1    1    1    0    0    0  23.00000   0.00000   0.00000   0.00000   0.00000
 -99.000 -99.000 -99.000
 -99.00000 -99.00000 -99.00000  2.922360  0.000710 ! H2O & O3 COLUMNS [GM/CM2]
   36MID-LATITUDE SUMMER 
   5.00000 100.00000  20.00000 101.00072   0.30590   0.00000    0        0.00000
  -99  -99  172    0
 -99.00000 -99.00000 -99.00000 -99.00000 -99.00000 -99.00000   0.00000 -99.00000
    9080.0   14300.0       1.0       1.0NW        W1    
    0   0    0.000  0    0.000  0    1.000
    FREQ   TRANS     SOL TR  SOLAR
 9080.00  0.9828 6.80E-06 6.91E-06                                                              1.738E-02
 9081.00  0.9704 6.74E-06 6.94E-06                                                              3.005E-02
 9082.00  0.9330 6.46E-06 6.92E-06                                                              6.933E-02
 9083.00  0.9481 6.57E-06 6.93E-06                                                              5.333E-02
 9084.00  0.9843 6.80E-06 6.90E-06                                                              1.581E-02
 9085.00  0.9725 6.71E-06 6.90E-06                                                              2.787E-02
 9086.00  0.9493 6.55E-06 6.90E-06                                                              5.206E-02
 9087.00  0.9774 6.78E-06 6.93E-06                                                              2.284E-02
 9088.00  0.9845 6.81E-06 6.91E-06                                                              1.565E-02
 9089.00  0.9719 6.73E-06 6.92E-06                                                              2.849E-02
 9090.00  0.9818 6.79E-06 6.92E-06                                                              1.834E-02
 9091.00  0.9468 6.54E-06 6.91E-06                                                              5.468E-02
 9092.00  0.9641 6.66E-06 6.91E-06                                                              3.661E-02
 9093.00  0.9048 6.28E-06 6.94E-06                                                              1.001E-01
 9094.00  0.9744 6.76E-06 6.94E-06                                                              2.589E-02
 9095.00  0.9682 6.74E-06 6.96E-06                                                              3.236E-02
 9096.00  0.9752 6.80E-06 6.97E-06                                                              2.516E-02
 9097.00  0.9848 6.83E-06 6.93E-06                                                              1.536E-02
 9098.00  0.9651 6.67E-06 6.91E-06                                                              3.551E-02
 9099.00  0.9764 6.69E-06 6.85E-06                                                              2.385E-02
 9100.00  0.9531 6.49E-06 6.81E-06                                                              4.807E-02
 9101.00  0.9747 6.52E-06 6.69E-06                                                              2.559E-02
 9102.00  0.9840 6.56E-06 6.67E-06                                                              1.617E-02
 9103.00  0.9694 6.36E-06 6.56E-06                                                              3.103E-02
 9104.00  0.9849 6.40E-06 6.50E-06                                                              1.521E-02
 9105.00  0.9849 6.41E-06 6.51E-06                                                              1.520E-02
 9106.00  0.9710 6.43E-06 6.62E-06                                                              2.945E-02
 9107.00  0.9687 6.47E-06 6.68E-06                                                              3.178E-02
 9108.00  0.9430 6.40E-06 6.78E-06                                                              5.870E-02
 9109.00  0.9735 6.73E-06 6.91E-06                                                              2.682E-02
 9110.00  0.9802 6.80E-06 6.93E-06                                                              1.995E-02
 9111.00  0.9620 6.63E-06 6.89E-06                                                              3.875E-02
 9112.00  0.9850 6.78E-06 6.88E-06                                                              1.511E-02
 9113.00  0.9851 6.78E-06 6.88E-06                                                              1.496E-02
 9114.00  0.9821 6.71E-06 6.83E-06                                                              1.807E-02
 9115.00  0.9853 6.56E-06 6.66E-06                                                              1.485E-02
 9116.00  0.9854 6.54E-06 6.63E-06                                                              1.474E-02
 9117.00  0.9854 6.52E-06 6.62E-06                                                              1.476E-02
 9118.00  0.9852 6.53E-06 6.62E-06                                                              1.496E-02
 9119.00  0.9840 6.58E-06 6.69E-06                                                              1.615E-02
 9120.00  0.9793 6.73E-06 6.87E-06                                                              2.094E-02
 9121.00  0.9817 6.79E-06 6.91E-06                                                              1.844E-02
 9122.00  0.9565 6.51E-06 6.81E-06                                                              4.452E-02
 9123.00  0.9802 6.67E-06 6.81E-06                                                              1.997E-02
 9124.00  0.9529 6.46E-06 6.78E-06                                                              4.823E-02
 9125.00  0.9441 6.31E-06 6.68E-06                                                              5.749E-02
 9126.00  0.9708 6.46E-06 6.65E-06                                                              2.959E-02
 9127.00  0.9847 6.66E-06 6.76E-06                                                              1.545E-02
 9128.00  0.9851 6.67E-06 6.77E-06                                                              1.497E-02
 9129.00  0.9826 6.64E-06 6.75E-06                                                              1.760E-02
 9130.00  0.9826 6.70E-06 6.82E-06                                                              1.759E-02
 9131.00  0.9848 6.74E-06 6.84E-06                                                              1.531E-02
 9132.00  0.9809 6.70E-06 6.83E-06                                                              1.933E-02
 9133.00  0.9360 6.36E-06 6.80E-06                                                              6.611E-02
 9134.00  0.9790 6.63E-06 6.77E-06                                                              2.122E-02
 9135.00  0.9705 6.53E-06 6.73E-06                                                              2.990E-02
 9136.00  0.9753 6.46E-06 6.62E-06                                                              2.497E-02
 9137.00  0.9830 6.34E-06 6.45E-06                                                              1.713E-02
 9138.00  0.9804 6.08E-06 6.20E-06                                                              1.979E-02
 9139.00  0.9837 5.97E-06 6.07E-06                                                              1.639E-02
 9140.00  0.9849 5.95E-06 6.04E-06                                                              1.523E-02
 9141.00  0.9852 6.01E-06 6.10E-06                                                              1.495E-02
 9142.00  0.9720 6.08E-06 6.25E-06                                                              2.837E-02
 9143.00  0.9841 6.40E-06 6.50E-06                                                              1.602E-02
 9144.00  0.9850 6.56E-06 6.66E-06                                                              1.507E-02
 9145.00  0.9850 6.63E-06 6.73E-06                                                              1.516E-02
 9146.00  0.9724 6.59E-06 6.78E-06                                                              2.799E-02
 9147.00  0.9849 6.70E-06 6.80E-06                                                              1.524E-02
 9148.00  0.9849 6.70E-06 6.81E-06                                                              1.526E-02
 9149.00  0.9829 6.72E-06 6.83E-06                                                              1.727E-02
 9150.00  0.9678 6.64E-06 6.87E-06                                                              3.278E-02
 9151.00  0.9413 6.50E-06 6.90E-06                                                              6.051E-02
 9152.00  0.9771 6.77E-06 6.93E-06                                                              2.314E-02
 9153.00  0.9178 6.40E-06 6.98E-06                                                              8.574E-02
 9154.00  0.9837 6.86E-06 6.98E-06                                                              1.646E-02
 9155.00  0.9849 6.88E-06 6.99E-06                                                              1.523E-02
 9156.00  0.9852 6.87E-06 6.97E-06                                                              1.494E-02
 9157.00  0.9833 6.75E-06 6.87E-06                                                              1.682E-02
 9158.00  0.9851 6.72E-06 6.82E-06                                                              1.496E-02
 9159.00  0.9839 6.72E-06 6.83E-06                                                              1.620E-02
