T F 2    2    2    0    2    2    2    2    2    2    1    0    0   0.0000.00000
    1    1    1    0    0    0   5.00000   0.00000   0.00000   0.00000   0.00000
 -99.000 -99.000 -99.000
 -99.00000 -99.00000 -99.00000  2.922360  0.000710 ! H2O & O3 COLUMNS [GM/CM2]
   36MID-LATITUDE SUMMER 
   5.00000   3.00000 113.59397   5.00049   0.04119   0.00000    0        0.00000
    0    0  172    0
   0.00000   0.00000   0.00000  70.02525   0.00000 180.00000   0.00000   0.00000
    9091.0   14286.0      10.0      10.0NW              
    0   0    0.000  0    0.000  0    1.000
    FREQ  TOT_TRANS  PTH_THRML  THRML_SCT  SURF_EMIS   SOL_SCAT  SING_SCAT  GRND_RFLT  DRCT_RFLT  TOTAL_RAD  REF_SOL  SOL@OBS   DEPTH DIR_EM    TOA_SUN BBODY_T[K]
 9091.00 0.87956864 2.1443E-22 0.0000E+00 0.0000E+00 1.3677E-08 1.3677E-08 0.0000E+00 0.0000E+00 1.3677E-08 5.06E-06 6.31E-06   0.128 1.0000 6.9214E-06    726.812
 9101.00 0.90156645 1.7103E-22 0.0000E+00 0.0000E+00 1.3775E-08 1.3775E-08 0.0000E+00 0.0000E+00 1.3775E-08 5.14E-06 6.25E-06   0.104 1.0000 6.7529E-06    727.765
 9111.00 0.92125559 1.3186E-22 0.0000E+00 0.0000E+00 1.4297E-08 1.4297E-08 0.0000E+00 0.0000E+00 1.4297E-08 5.43E-06 6.35E-06   0.082 1.0000 6.7702E-06    729.941
 9121.00 0.92000568 1.2572E-22 0.0000E+00 0.0000E+00 1.4283E-08 1.4283E-08 0.0000E+00 0.0000E+00 1.4283E-08 5.41E-06 6.33E-06   0.083 1.0000 6.7570E-06    730.567
 9131.00 0.91620713 1.2614E-22 0.0000E+00 0.0000E+00 1.4148E-08 1.4148E-08 0.0000E+00 0.0000E+00 1.4148E-08 5.32E-06 6.27E-06   0.088 1.0000 6.7175E-06    730.848
 9141.00 0.93827981 8.9823E-23 0.0000E+00 0.0000E+00 1.4067E-08 1.4067E-08 0.0000E+00 0.0000E+00 1.4067E-08 5.37E-06 6.10E-06   0.064 1.0000 6.4440E-06    731.284
 9151.00 0.91292566 1.1580E-22 0.0000E+00 0.0000E+00 1.4516E-08 1.4516E-08 0.0000E+00 0.0000E+00 1.4516E-08 5.44E-06 6.38E-06   0.091 1.0000 6.8615E-06    733.231
 9161.00 0.95437288 5.9843E-23 0.0000E+00 0.0000E+00 1.5619E-08 1.5619E-08 0.0000E+00 0.0000E+00 1.5619E-08 6.02E-06 6.62E-06   0.047 1.0000 6.9345E-06    736.903
 9171.00 0.92922348 8.7091E-23 0.0000E+00 0.0000E+00 1.5203E-08 1.5203E-08 0.0000E+00 0.0000E+00 1.5203E-08 5.74E-06 6.57E-06   0.073 1.0000 6.9883E-06    736.460
 9181.00 0.94233119 6.8839E-23 0.0000E+00 0.0000E+00 1.5261E-08 1.5261E-08 0.0000E+00 0.0000E+00 1.5261E-08 5.78E-06 6.52E-06   0.059 1.0000 6.8738E-06    737.287
 9191.00 0.95425409 5.2316E-23 0.0000E+00 0.0000E+00 1.5536E-08 1.5536E-08 0.0000E+00 0.0000E+00 1.5536E-08 5.93E-06 6.54E-06   0.047 1.0000 6.8531E-06    738.691
 9201.00 0.93682867 6.6801E-23 0.0000E+00 0.0000E+00 1.5044E-08 1.5044E-08 0.0000E+00 0.0000E+00 1.5044E-08 5.66E-06 6.40E-06   0.065 1.0000 6.7792E-06    738.034
 9211.00 0.93800282 6.2935E-23 0.0000E+00 0.0000E+00 1.5672E-08 1.5672E-08 0.0000E+00 0.0000E+00 1.5672E-08 5.89E-06 6.64E-06   0.064 1.0000 7.0277E-06    740.389
 9221.00 0.94903338 5.0035E-23 0.0000E+00 0.0000E+00 1.5799E-08 1.5799E-08 0.0000E+00 0.0000E+00 1.5799E-08 5.95E-06 6.63E-06   0.052 1.0000 6.9689E-06    741.391
 9231.00 0.94635171 5.0089E-23 0.0000E+00 0.0000E+00 1.5398E-08 1.5398E-08 0.0000E+00 0.0000E+00 1.5398E-08 5.78E-06 6.45E-06   0.055 1.0000 6.7955E-06    740.998
 9241.00 0.95650649 3.8791E-23 0.0000E+00 0.0000E+00 1.5641E-08 1.5641E-08 0.0000E+00 0.0000E+00 1.5641E-08 5.90E-06 6.48E-06   0.044 1.0000 6.7842E-06    742.312
 9251.00 0.94812220 4.3864E-23 0.0000E+00 0.0000E+00 1.5765E-08 1.5765E-08 0.0000E+00 0.0000E+00 1.5765E-08 5.89E-06 6.56E-06   0.053 1.0000 6.9007E-06    743.309
 9261.00 0.95219493 3.8674E-23 0.0000E+00 0.0000E+00 1.6113E-08 1.6113E-08 0.0000E+00 0.0000E+00 1.6113E-08 6.03E-06 6.66E-06   0.049 1.0000 6.9947E-06    744.887
 9271.00 0.95955706 3.1271E-23 0.0000E+00 0.0000E+00 1.6039E-08 1.6039E-08 0.0000E+00 0.0000E+00 1.6039E-08 6.01E-06 6.57E-06   0.041 1.0000 6.8762E-06    745.365
 9281.00 0.94781888 3.8225E-23 0.0000E+00 0.0000E+00 1.6159E-08 1.6159E-08 0.0000E+00 0.0000E+00 1.6159E-08 5.98E-06 6.68E-06   0.054 1.0000 7.0330E-06    746.343
 9291.00 0.96045470 2.7719E-23 0.0000E+00 0.0000E+00 1.6454E-08 1.6454E-08 0.0000E+00 0.0000E+00 1.6454E-08 6.14E-06 6.70E-06   0.040 1.0000 7.0135E-06    747.769
 9301.00 0.95465970 3.0059E-23 0.0000E+00 0.0000E+00 1.6002E-08 1.6002E-08 0.0000E+00 0.0000E+00 1.6002E-08 5.93E-06 6.53E-06   0.046 1.0000 6.8637E-06    747.276
 9311.00 0.95744425 2.6997E-23 0.0000E+00 0.0000E+00 1.6381E-08 1.6381E-08 0.0000E+00 0.0000E+00 1.6381E-08 6.07E-06 6.65E-06   0.043 1.0000 6.9849E-06    748.923
 9321.00 0.95682943 2.6000E-23 0.0000E+00 0.0000E+00 1.6149E-08 1.6149E-08 0.0000E+00 0.0000E+00 1.6149E-08 5.95E-06 6.55E-06   0.044 1.0000 6.8861E-06    748.994
 9331.00 0.95724410 2.4523E-23 0.0000E+00 0.0000E+00 1.6471E-08 1.6471E-08 0.0000E+00 0.0000E+00 1.6471E-08 6.06E-06 6.66E-06   0.044 1.0000 7.0103E-06    750.491
 9341.00 0.95686573 2.3470E-23 0.0000E+00 0.0000E+00 1.6406E-08 1.6406E-08 0.0000E+00 0.0000E+00 1.6406E-08 6.02E-06 6.62E-06   0.044 1.0000 6.9794E-06    750.995
 9351.00 0.95453233 2.3542E-23 0.0000E+00 0.0000E+00 1.5719E-08 1.5719E-08 0.0000E+00 0.0000E+00 1.5719E-08 5.74E-06 6.34E-06   0.047 1.0000 6.7060E-06    749.871
 9361.00 0.95540708 2.1893E-23 0.0000E+00 0.0000E+00 1.6216E-08 1.6216E-08 0.0000E+00 0.0000E+00 1.6216E-08 5.91E-06 6.52E-06   0.046 1.0000 6.9146E-06    751.844
 9371.00 0.95462465 2.1207E-23 0.0000E+00 0.0000E+00 1.6445E-08 1.6445E-08 0.0000E+00 0.0000E+00 1.6445E-08 5.97E-06 6.60E-06   0.046 1.0000 7.0062E-06    753.101
 9381.00 0.95514381 1.9938E-23 0.0000E+00 0.0000E+00 1.6415E-08 1.6415E-08 0.0000E+00 0.0000E+00 1.6415E-08 5.94E-06 6.56E-06   0.046 1.0000 6.9727E-06    753.694
 9391.00 0.95456946 1.9235E-23 0.0000E+00 0.0000E+00 1.6730E-08 1.6730E-08 0.0000E+00 0.0000E+00 1.6730E-08 6.04E-06 6.68E-06   0.046 1.0000 7.0927E-06    755.164
