T F 2    3    3    0    2    2    2    2    2    2    1    0    0   0.0000.00000
    1    1    1    0    0    0  23.00000   0.00000   0.00000   0.00000   0.00000
 -99.000 -99.000 -99.000
 -99.00000 -99.00000 -99.00000  2.922360  0.000710 ! H2O & O3 COLUMNS [GM/CM2]
   36MID-LATITUDE SUMMER 
   3.00000 100.00000  45.00000 136.18962   0.85282   0.00000    0        0.00000
  -99  -99  172    0
 -99.00000 -99.00000 -99.00000 -99.00000 -99.00000 -99.00000   0.00000 -99.00000
    9080.0   14300.0       1.0       1.0NW        W1    
    0   0    0.000  0    0.000  0    1.000
    FREQ   TRANS     SOL TR  SOLAR
 9080.00  0.9470 6.55E-06 6.91E-06                                                              5.443E-02
 9081.00  0.9028 6.27E-06 6.94E-06                                                              1.023E-01
 9082.00  0.7893 5.46E-06 6.92E-06                                                              2.366E-01
 9083.00  0.8348 5.79E-06 6.93E-06                                                              1.805E-01
 9084.00  0.9541 6.59E-06 6.90E-06                                                              4.695E-02
 9085.00  0.9098 6.28E-06 6.90E-06                                                              9.454E-02
 9086.00  0.8353 5.77E-06 6.90E-06                                                              1.800E-01
 9087.00  0.9249 6.41E-06 6.93E-06                                                              7.805E-02
 9088.00  0.9549 6.60E-06 6.91E-06                                                              4.620E-02
 9089.00  0.9070 6.28E-06 6.92E-06                                                              9.760E-02
 9090.00  0.9439 6.53E-06 6.92E-06                                                              5.777E-02
 9091.00  0.8374 5.79E-06 6.91E-06                                                              1.775E-01
 9092.00  0.8734 6.04E-06 6.91E-06                                                              1.354E-01
 9093.00  0.7615 5.28E-06 6.94E-06                                                              2.724E-01
 9094.00  0.9105 6.32E-06 6.94E-06                                                              9.372E-02
 9095.00  0.8926 6.21E-06 6.96E-06                                                              1.136E-01
 9096.00  0.9174 6.39E-06 6.97E-06                                                              8.622E-02
 9097.00  0.9564 6.63E-06 6.93E-06                                                              4.460E-02
 9098.00  0.8834 6.10E-06 6.91E-06                                                              1.240E-01
 9099.00  0.9246 6.33E-06 6.85E-06                                                              7.843E-02
 9100.00  0.8501 5.79E-06 6.81E-06                                                              1.624E-01
 9101.00  0.9167 6.14E-06 6.69E-06                                                              8.698E-02
 9102.00  0.9524 6.35E-06 6.67E-06                                                              4.875E-02
 9103.00  0.8972 5.88E-06 6.56E-06                                                              1.085E-01
 9104.00  0.9573 6.22E-06 6.50E-06                                                              4.361E-02
 9105.00  0.9574 6.23E-06 6.51E-06                                                              4.350E-02
 9106.00  0.9022 5.98E-06 6.62E-06                                                              1.029E-01
 9107.00  0.8936 5.97E-06 6.68E-06                                                              1.125E-01
 9108.00  0.8077 5.48E-06 6.78E-06                                                              2.135E-01
 9109.00  0.9126 6.31E-06 6.91E-06                                                              9.143E-02
 9110.00  0.9364 6.49E-06 6.93E-06                                                              6.574E-02
 9111.00  0.8782 6.05E-06 6.89E-06                                                              1.299E-01
 9112.00  0.9581 6.59E-06 6.88E-06                                                              4.282E-02
 9113.00  0.9587 6.59E-06 6.88E-06                                                              4.220E-02
 9114.00  0.9457 6.46E-06 6.83E-06                                                              5.581E-02
 9115.00  0.9595 6.39E-06 6.66E-06                                                              4.138E-02
 9116.00  0.9599 6.37E-06 6.63E-06                                                              4.088E-02
 9117.00  0.9599 6.35E-06 6.62E-06                                                              4.094E-02
 9118.00  0.9590 6.35E-06 6.62E-06                                                              4.187E-02
 9119.00  0.9540 6.38E-06 6.69E-06                                                              4.713E-02
 9120.00  0.9354 6.43E-06 6.87E-06                                                              6.677E-02
 9121.00  0.9430 6.52E-06 6.91E-06                                                              5.872E-02
 9122.00  0.8545 5.82E-06 6.81E-06                                                              1.573E-01
 9123.00  0.9386 6.39E-06 6.81E-06                                                              6.340E-02
 9124.00  0.8425 5.72E-06 6.78E-06                                                              1.714E-01
 9125.00  0.8227 5.50E-06 6.68E-06                                                              1.951E-01
 9126.00  0.9033 6.01E-06 6.65E-06                                                              1.018E-01
 9127.00  0.9566 6.47E-06 6.76E-06                                                              4.442E-02
 9128.00  0.9591 6.49E-06 6.77E-06                                                              4.177E-02
 9129.00  0.9478 6.40E-06 6.75E-06                                                              5.359E-02
 9130.00  0.9472 6.46E-06 6.82E-06                                                              5.429E-02
 9131.00  0.9575 6.55E-06 6.84E-06                                                              4.339E-02
 9132.00  0.9398 6.42E-06 6.83E-06                                                              6.208E-02
 9133.00  0.7988 5.43E-06 6.80E-06                                                              2.246E-01
 9134.00  0.9317 6.31E-06 6.77E-06                                                              7.073E-02
 9135.00  0.9001 6.05E-06 6.73E-06                                                              1.052E-01
 9136.00  0.9209 6.10E-06 6.62E-06                                                              8.245E-02
 9137.00  0.9496 6.12E-06 6.45E-06                                                              5.167E-02
 9138.00  0.9401 5.83E-06 6.20E-06                                                              6.173E-02
 9139.00  0.9533 5.79E-06 6.07E-06                                                              4.788E-02
 9140.00  0.9583 5.79E-06 6.04E-06                                                              4.255E-02
 9141.00  0.9593 5.85E-06 6.10E-06                                                              4.155E-02
 9142.00  0.9065 5.67E-06 6.25E-06                                                              9.819E-02
 9143.00  0.9537 6.20E-06 6.50E-06                                                              4.743E-02
 9144.00  0.9589 6.38E-06 6.66E-06                                                              4.199E-02
 9145.00  0.9583 6.45E-06 6.73E-06                                                              4.264E-02
 9146.00  0.9101 6.17E-06 6.78E-06                                                              9.416E-02
 9147.00  0.9581 6.52E-06 6.80E-06                                                              4.284E-02
 9148.00  0.9581 6.52E-06 6.81E-06                                                              4.277E-02
 9149.00  0.9499 6.49E-06 6.83E-06                                                              5.137E-02
 9150.00  0.8974 6.16E-06 6.87E-06                                                              1.083E-01
 9151.00  0.8021 5.54E-06 6.90E-06                                                              2.206E-01
 9152.00  0.9222 6.39E-06 6.93E-06                                                              8.104E-02
 9153.00  0.7989 5.57E-06 6.98E-06                                                              2.245E-01
 9154.00  0.9525 6.65E-06 6.98E-06                                                              4.866E-02
 9155.00  0.9584 6.69E-06 6.99E-06                                                              4.252E-02
 9156.00  0.9596 6.69E-06 6.97E-06                                                              4.123E-02
 9157.00  0.9520 6.54E-06 6.87E-06                                                              4.916E-02
 9158.00  0.9594 6.55E-06 6.82E-06                                                              4.140E-02
 9159.00  0.9543 6.52E-06 6.83E-06                                                              4.673E-02
