T F 2    2    2    0    2    2    2    2    2    2    1    0    0   0.0000.00000
    1    1    1    0    0    0   5.00000   0.00000   0.00000   0.00000   0.00000
 -99.000 -99.000 -99.000
 -99.00000 -99.00000 -99.00000  2.922360  0.000710 ! H2O & O3 COLUMNS [GM/CM2]
   36MID-LATITUDE SUMMER 
  20.00000  15.00000 104.56131  20.00069   0.17368   0.00000    0        0.00000
    0    0  172    0
   0.00000   0.00000   0.00000  70.00331   0.00000 180.00000   0.00000   0.00000
    9091.0   14286.0      10.0      10.0NW              
    0   0    0.000  0    0.000  0    1.000
    FREQ  TOT_TRANS  PTH_THRML  THRML_SCT  SURF_EMIS   SOL_SCAT  SING_SCAT  GRND_RFLT  DRCT_RFLT  TOTAL_RAD  REF_SOL  SOL@OBS   DEPTH DIR_EM    TOA_SUN BBODY_T[K]
 9091.00 0.99565315 2.5004E-29 0.0000E+00 0.0000E+00 2.1288E-09 2.1288E-09 0.0000E+00 0.0000E+00 2.1288E-09 6.85E-06 6.90E-06   0.004 1.0000 6.9214E-06    658.724
 9101.00 0.99566764 2.3412E-29 0.0000E+00 0.0000E+00 2.0840E-09 2.0840E-09 0.0000E+00 0.0000E+00 2.0840E-09 6.68E-06 6.73E-06   0.004 1.0000 6.7529E-06    658.633
 9111.00 0.99566305 2.2007E-29 0.0000E+00 0.0000E+00 2.0965E-09 2.0965E-09 0.0000E+00 0.0000E+00 2.0965E-09 6.70E-06 6.75E-06   0.004 1.0000 6.7702E-06    659.446
 9121.00 0.99564230 2.0755E-29 0.0000E+00 0.0000E+00 2.0994E-09 2.0994E-09 0.0000E+00 0.0000E+00 2.0994E-09 6.69E-06 6.74E-06   0.004 1.0000 6.7570E-06    660.107
 9131.00 0.99561346 1.9613E-29 0.0000E+00 0.0000E+00 2.0941E-09 2.0941E-09 0.0000E+00 0.0000E+00 2.0941E-09 6.65E-06 6.70E-06   0.004 1.0000 6.7175E-06    660.637
 9141.00 0.99561793 1.8403E-29 0.0000E+00 0.0000E+00 2.0157E-09 2.0157E-09 0.0000E+00 0.0000E+00 2.0157E-09 6.38E-06 6.43E-06   0.004 1.0000 6.4440E-06    659.985
 9151.00 0.99556547 1.7472E-29 0.0000E+00 0.0000E+00 2.1534E-09 2.1534E-09 0.0000E+00 0.0000E+00 2.1534E-09 6.79E-06 6.84E-06   0.004 1.0000 6.8615E-06    662.796
 9161.00 0.99558818 1.6332E-29 0.0000E+00 0.0000E+00 2.1836E-09 2.1836E-09 0.0000E+00 0.0000E+00 2.1836E-09 6.86E-06 6.91E-06   0.004 1.0000 6.9345E-06    663.877
 9171.00 0.99555105 1.5456E-29 0.0000E+00 0.0000E+00 2.2078E-09 2.2078E-09 0.0000E+00 0.0000E+00 2.2078E-09 6.91E-06 6.97E-06   0.004 1.0000 6.9883E-06    664.860
 9181.00 0.99554586 1.4532E-29 0.0000E+00 0.0000E+00 2.1788E-09 2.1788E-09 0.0000E+00 0.0000E+00 2.1788E-09 6.80E-06 6.85E-06   0.004 1.0000 6.8738E-06    665.033
 9191.00 0.99553323 1.3682E-29 0.0000E+00 0.0000E+00 2.1796E-09 2.1796E-09 0.0000E+00 0.0000E+00 2.1796E-09 6.78E-06 6.83E-06   0.004 1.0000 6.8531E-06    665.660
 9201.00 0.99549615 1.2946E-29 0.0000E+00 0.0000E+00 2.1633E-09 2.1633E-09 0.0000E+00 0.0000E+00 2.1633E-09 6.71E-06 6.76E-06   0.005 1.0000 6.7792E-06    666.024
 9211.00 0.99547315 1.2217E-29 0.0000E+00 0.0000E+00 2.2500E-09 2.2500E-09 0.0000E+00 0.0000E+00 2.2500E-09 6.95E-06 7.01E-06   0.005 1.0000 7.0277E-06    667.959
 9221.00 0.99546170 1.1497E-29 0.0000E+00 0.0000E+00 2.2387E-09 2.2387E-09 0.0000E+00 0.0000E+00 2.2387E-09 6.89E-06 6.95E-06   0.005 1.0000 6.9689E-06    668.404
 9231.00 0.99543238 1.0861E-29 0.0000E+00 0.0000E+00 2.1901E-09 2.1901E-09 0.0000E+00 0.0000E+00 2.1901E-09 6.72E-06 6.77E-06   0.005 1.0000 6.7955E-06    668.281
 9241.00 0.99540937 1.0245E-29 0.0000E+00 0.0000E+00 2.1938E-09 2.1938E-09 0.0000E+00 0.0000E+00 2.1938E-09 6.71E-06 6.76E-06   0.005 1.0000 6.7842E-06    668.953
 9251.00 0.99537152 9.6929E-30 0.0000E+00 0.0000E+00 2.2388E-09 2.2388E-09 0.0000E+00 0.0000E+00 2.2388E-09 6.82E-06 6.88E-06   0.005 1.0000 6.9007E-06    670.252
 9261.00 0.99533522 9.1665E-30 0.0000E+00 0.0000E+00 2.2767E-09 2.2767E-09 0.0000E+00 0.0000E+00 2.2767E-09 6.92E-06 6.97E-06   0.005 1.0000 6.9947E-06    671.434
 9271.00 0.99529588 8.6729E-30 0.0000E+00 0.0000E+00 2.2455E-09 2.2455E-09 0.0000E+00 0.0000E+00 2.2455E-09 6.80E-06 6.86E-06   0.005 1.0000 6.8762E-06    671.583
 9281.00 0.99523664 8.2367E-30 0.0000E+00 0.0000E+00 2.3042E-09 2.3042E-09 0.0000E+00 0.0000E+00 2.3042E-09 6.95E-06 7.01E-06   0.005 1.0000 7.0330E-06    673.072
 9291.00 0.99517608 7.8224E-30 0.0000E+00 0.0000E+00 2.3054E-09 2.3054E-09 0.0000E+00 0.0000E+00 2.3054E-09 6.93E-06 6.99E-06   0.005 1.0000 7.0135E-06    673.705
 9301.00 0.99509597 7.4544E-30 0.0000E+00 0.0000E+00 2.2635E-09 2.2635E-09 0.0000E+00 0.0000E+00 2.2635E-09 6.78E-06 6.84E-06   0.005 1.0000 6.8637E-06    673.698
 9311.00 0.99499875 7.1243E-30 0.0000E+00 0.0000E+00 2.3109E-09 2.3109E-09 0.0000E+00 0.0000E+00 2.3109E-09 6.90E-06 6.96E-06   0.005 1.0000 6.9849E-06    675.016
 9321.00 0.99487823 6.8342E-30 0.0000E+00 0.0000E+00 2.2855E-09 2.2855E-09 0.0000E+00 0.0000E+00 2.2855E-09 6.80E-06 6.86E-06   0.005 1.0000 6.8861E-06    675.256
 9331.00 0.99472469 6.5903E-30 0.0000E+00 0.0000E+00 2.3340E-09 2.3340E-09 0.0000E+00 0.0000E+00 2.3340E-09 6.92E-06 6.99E-06   0.005 1.0000 7.0103E-06    676.587
 9341.00 0.99457133 6.3492E-30 0.0000E+00 0.0000E+00 2.3310E-09 2.3310E-09 0.0000E+00 0.0000E+00 2.3310E-09 6.89E-06 6.96E-06   0.005 1.0000 6.9794E-06    677.158
 9351.00 0.99437225 6.1587E-30 0.0000E+00 0.0000E+00 2.2466E-09 2.2466E-09 0.0000E+00 0.0000E+00 2.2466E-09 6.62E-06 6.68E-06   0.006 1.0000 6.7060E-06    676.516
