T F 2    2    2    0    2    2    2    2    2    2    1    0    0   0.0000.00000
    1    1    1    0    0    0   5.00000   0.00000   0.00000   0.00000   0.00000
 -99.000 -99.000 -99.000
 -99.00000 -99.00000 -99.00000  2.922360  0.000710 ! H2O & O3 COLUMNS [GM/CM2]
   36MID-LATITUDE SUMMER 
  15.00000  15.00000  90.08533  20.00112   0.17945   0.00000    1        0.00000
    0    0  172    0
   0.00000   0.00000   0.00000  20.00098   0.00000 180.00000   0.00000   0.00000
    9091.0   14286.0      10.0      10.0NW              
    0   0    0.000  0    0.000  0    1.000
    FREQ  TOT_TRANS  PTH_THRML  THRML_SCT  SURF_EMIS   SOL_SCAT  SING_SCAT  GRND_RFLT  DRCT_RFLT  TOTAL_RAD  REF_SOL  SOL@OBS   DEPTH DIR_EM    TOA_SUN BBODY_T[K]
 9091.00 0.99533647 1.9276E-29 0.0000E+00 0.0000E+00 2.1827E-09 2.1827E-09 0.0000E+00 0.0000E+00 2.1827E-09 6.87E-06 6.91E-06   0.005 1.0000 6.9214E-06    659.555
 9101.00 0.99536264 1.7993E-29 0.0000E+00 0.0000E+00 2.1372E-09 2.1372E-09 0.0000E+00 0.0000E+00 2.1372E-09 6.71E-06 6.74E-06   0.005 1.0000 6.7529E-06    659.470
 9111.00 0.99535817 1.6904E-29 0.0000E+00 0.0000E+00 2.1505E-09 2.1505E-09 0.0000E+00 0.0000E+00 2.1505E-09 6.72E-06 6.76E-06   0.005 1.0000 6.7702E-06    660.291
 9121.00 0.99533147 1.5952E-29 0.0000E+00 0.0000E+00 2.1540E-09 2.1540E-09 0.0000E+00 0.0000E+00 2.1540E-09 6.71E-06 6.74E-06   0.005 1.0000 6.7570E-06    660.960
 9131.00 0.99529225 1.5101E-29 0.0000E+00 0.0000E+00 2.1489E-09 2.1489E-09 0.0000E+00 0.0000E+00 2.1489E-09 6.67E-06 6.70E-06   0.005 1.0000 6.7175E-06    661.497
 9141.00 0.99530399 1.4138E-29 0.0000E+00 0.0000E+00 2.0689E-09 2.0689E-09 0.0000E+00 0.0000E+00 2.0689E-09 6.40E-06 6.43E-06   0.005 1.0000 6.4440E-06    660.849
 9151.00 0.99522859 1.3480E-29 0.0000E+00 0.0000E+00 2.2107E-09 2.2107E-09 0.0000E+00 0.0000E+00 2.2107E-09 6.81E-06 6.85E-06   0.005 1.0000 6.8615E-06    663.673
 9161.00 0.99526775 1.2550E-29 0.0000E+00 0.0000E+00 2.2422E-09 2.2422E-09 0.0000E+00 0.0000E+00 2.2422E-09 6.89E-06 6.92E-06   0.005 1.0000 6.9345E-06    664.763
 9171.00 0.99521661 1.1904E-29 0.0000E+00 0.0000E+00 2.2675E-09 2.2675E-09 0.0000E+00 0.0000E+00 2.2675E-09 6.94E-06 6.97E-06   0.005 1.0000 6.9883E-06    665.755
 9181.00 0.99521351 1.1181E-29 0.0000E+00 0.0000E+00 2.2382E-09 2.2382E-09 0.0000E+00 0.0000E+00 2.2382E-09 6.83E-06 6.86E-06   0.005 1.0000 6.8738E-06    665.935
 9191.00 0.99519813 1.0527E-29 0.0000E+00 0.0000E+00 2.2394E-09 2.2394E-09 0.0000E+00 0.0000E+00 2.2394E-09 6.80E-06 6.84E-06   0.005 1.0000 6.8531E-06    666.569
 9201.00 0.99514484 9.9878E-30 0.0000E+00 0.0000E+00 2.2232E-09 2.2232E-09 0.0000E+00 0.0000E+00 2.2232E-09 6.73E-06 6.76E-06   0.005 1.0000 6.7792E-06    666.940
 9211.00 0.99511224 9.4396E-30 0.0000E+00 0.0000E+00 2.3128E-09 2.3128E-09 0.0000E+00 0.0000E+00 2.3128E-09 6.98E-06 7.01E-06   0.005 1.0000 7.0277E-06    668.886
 9221.00 0.99509627 8.8865E-30 0.0000E+00 0.0000E+00 2.3015E-09 2.3015E-09 0.0000E+00 0.0000E+00 2.3015E-09 6.92E-06 6.95E-06   0.005 1.0000 6.9689E-06    669.338
 9231.00 0.99505228 8.4156E-30 0.0000E+00 0.0000E+00 2.2521E-09 2.2521E-09 0.0000E+00 0.0000E+00 2.2521E-09 6.75E-06 6.78E-06   0.005 1.0000 6.7955E-06    669.221
 9241.00 0.99501657 7.9545E-30 0.0000E+00 0.0000E+00 2.2563E-09 2.2563E-09 0.0000E+00 0.0000E+00 2.2563E-09 6.73E-06 6.77E-06   0.005 1.0000 6.7842E-06    669.900
 9251.00 0.99495643 7.5555E-30 0.0000E+00 0.0000E+00 2.3031E-09 2.3031E-09 0.0000E+00 0.0000E+00 2.3031E-09 6.85E-06 6.88E-06   0.005 1.0000 6.9007E-06    671.209
 9261.00 0.99489748 7.1738E-30 0.0000E+00 0.0000E+00 2.3425E-09 2.3425E-09 0.0000E+00 0.0000E+00 2.3425E-09 6.94E-06 6.98E-06   0.005 1.0000 6.9947E-06    672.399
 9271.00 0.99483073 6.8203E-30 0.0000E+00 0.0000E+00 2.3109E-09 2.3109E-09 0.0000E+00 0.0000E+00 2.3109E-09 6.82E-06 6.86E-06   0.005 1.0000 6.8762E-06    672.554
 9281.00 0.99473113 6.5243E-30 0.0000E+00 0.0000E+00 2.3718E-09 2.3718E-09 0.0000E+00 0.0000E+00 2.3718E-09 6.98E-06 7.02E-06   0.005 1.0000 7.0330E-06    674.053
 9291.00 0.99462467 6.2463E-30 0.0000E+00 0.0000E+00 2.3734E-09 2.3734E-09 0.0000E+00 0.0000E+00 2.3734E-09 6.96E-06 7.00E-06   0.005 1.0000 7.0135E-06    674.693
 9301.00 0.99448305 6.0160E-30 0.0000E+00 0.0000E+00 2.3307E-09 2.3307E-09 0.0000E+00 0.0000E+00 2.3307E-09 6.81E-06 6.85E-06   0.006 1.0000 6.8637E-06    674.691
 9311.00 0.99430794 5.8249E-30 0.0000E+00 0.0000E+00 2.3799E-09 2.3799E-09 0.0000E+00 0.0000E+00 2.3799E-09 6.93E-06 6.97E-06   0.006 1.0000 6.9849E-06    676.018
 9321.00 0.99408925 5.6765E-30 0.0000E+00 0.0000E+00 2.3541E-09 2.3541E-09 0.0000E+00 0.0000E+00 2.3541E-09 6.83E-06 6.87E-06   0.006 1.0000 6.8861E-06    676.263
 9331.00 0.99381119 5.5775E-30 0.0000E+00 0.0000E+00 2.4045E-09 2.4045E-09 0.0000E+00 0.0000E+00 2.4045E-09 6.95E-06 6.99E-06   0.006 1.0000 7.0103E-06    677.602
 9341.00 0.99352258 5.4784E-30 0.0000E+00 0.0000E+00 2.4017E-09 2.4017E-09 0.0000E+00 0.0000E+00 2.4017E-09 6.92E-06 6.96E-06   0.006 1.0000 6.9794E-06    678.179
