T F 2    2    2    0    2    2    2    2    2    2    1    0    0   0.0000.00000
    1    1    1    0    0    0   2.00000   0.00000   0.00000   0.00000   0.00000
 -99.000 -99.000 -99.000
 -99.00000 -99.00000 -99.00000  2.922360  0.000710 ! H2O & O3 COLUMNS [GM/CM2]
   36MID-LATITUDE SUMMER 
   5.00000   3.00000 113.59397   5.00049   0.04119   0.00000    0        0.00000
    0    0  172    0
   0.00000   0.00000   0.00000  20.00337   0.00000 180.00000   0.00000   0.00000
    9091.0   14286.0      10.0      10.0NW              
    0   0    0.000  0    0.000  0    1.000
    FREQ  TOT_TRANS  PTH_THRML  THRML_SCT  SURF_EMIS   SOL_SCAT  SING_SCAT  GRND_RFLT  DRCT_RFLT  TOTAL_RAD  REF_SOL  SOL@OBS   DEPTH DIR_EM    TOA_SUN BBODY_T[K]
 9091.00 0.87956864 2.1443E-22 0.0000E+00 0.0000E+00 1.4978E-08 1.4978E-08 0.0000E+00 0.0000E+00 1.4978E-08 5.67E-06 6.67E-06   0.128 1.0000 6.9214E-06    730.501
 9101.00 0.90156645 1.7103E-22 0.0000E+00 0.0000E+00 1.4961E-08 1.4961E-08 0.0000E+00 0.0000E+00 1.4961E-08 5.71E-06 6.56E-06   0.104 1.0000 6.7529E-06    731.122
 9111.00 0.92125559 1.3186E-22 0.0000E+00 0.0000E+00 1.5335E-08 1.5335E-08 0.0000E+00 0.0000E+00 1.5335E-08 5.91E-06 6.61E-06   0.082 1.0000 6.7702E-06    732.802
 9121.00 0.92000568 1.2572E-22 0.0000E+00 0.0000E+00 1.5329E-08 1.5329E-08 0.0000E+00 0.0000E+00 1.5329E-08 5.89E-06 6.59E-06   0.083 1.0000 6.7570E-06    733.454
 9131.00 0.91620713 1.2614E-22 0.0000E+00 0.0000E+00 1.5224E-08 1.5224E-08 0.0000E+00 0.0000E+00 1.5224E-08 5.82E-06 6.55E-06   0.088 1.0000 6.7175E-06    733.841
 9141.00 0.93827981 8.9823E-23 0.0000E+00 0.0000E+00 1.4953E-08 1.4953E-08 0.0000E+00 0.0000E+00 1.4953E-08 5.78E-06 6.31E-06   0.064 1.0000 6.4440E-06    733.776
 9151.00 0.91292566 1.1580E-22 0.0000E+00 0.0000E+00 1.5592E-08 1.5592E-08 0.0000E+00 0.0000E+00 1.5592E-08 5.93E-06 6.67E-06   0.091 1.0000 6.8615E-06    736.162
 9161.00 0.95437288 5.9843E-23 0.0000E+00 0.0000E+00 1.6430E-08 1.6430E-08 0.0000E+00 0.0000E+00 1.6430E-08 6.39E-06 6.82E-06   0.047 1.0000 6.9345E-06    738.993
 9171.00 0.92922348 8.7091E-23 0.0000E+00 0.0000E+00 1.6214E-08 1.6214E-08 0.0000E+00 0.0000E+00 1.6214E-08 6.19E-06 6.83E-06   0.073 1.0000 6.9883E-06    739.118
 9181.00 0.94233119 6.8839E-23 0.0000E+00 0.0000E+00 1.6189E-08 1.6189E-08 0.0000E+00 0.0000E+00 1.6189E-08 6.21E-06 6.74E-06   0.059 1.0000 6.8738E-06    739.724
 9191.00 0.95425409 5.2316E-23 0.0000E+00 0.0000E+00 1.6370E-08 1.6370E-08 0.0000E+00 0.0000E+00 1.6370E-08 6.31E-06 6.74E-06   0.047 1.0000 6.8531E-06    740.853
 9201.00 0.93682867 6.6801E-23 0.0000E+00 0.0000E+00 1.5978E-08 1.5978E-08 0.0000E+00 0.0000E+00 1.5978E-08 6.08E-06 6.63E-06   0.065 1.0000 6.7792E-06    740.520
 9211.00 0.93800282 6.2935E-23 0.0000E+00 0.0000E+00 1.6631E-08 1.6631E-08 0.0000E+00 0.0000E+00 1.6631E-08 6.32E-06 6.88E-06   0.064 1.0000 7.0277E-06    742.853
 9221.00 0.94903338 5.0035E-23 0.0000E+00 0.0000E+00 1.6704E-08 1.6704E-08 0.0000E+00 0.0000E+00 1.6704E-08 6.36E-06 6.84E-06   0.052 1.0000 6.9689E-06    743.706
 9231.00 0.94635171 5.0089E-23 0.0000E+00 0.0000E+00 1.6289E-08 1.6289E-08 0.0000E+00 0.0000E+00 1.6289E-08 6.18E-06 6.67E-06   0.055 1.0000 6.7955E-06    743.330
 9241.00 0.95650649 3.8791E-23 0.0000E+00 0.0000E+00 1.6463E-08 1.6463E-08 0.0000E+00 0.0000E+00 1.6463E-08 6.27E-06 6.67E-06   0.044 1.0000 6.7842E-06    744.444
 9251.00 0.94812220 4.3864E-23 0.0000E+00 0.0000E+00 1.6667E-08 1.6667E-08 0.0000E+00 0.0000E+00 1.6667E-08 6.29E-06 6.77E-06   0.053 1.0000 6.9007E-06    745.626
 9261.00 0.95219493 3.8674E-23 0.0000E+00 0.0000E+00 1.6999E-08 1.6999E-08 0.0000E+00 0.0000E+00 1.6999E-08 6.42E-06 6.87E-06   0.049 1.0000 6.9947E-06    747.122
 9271.00 0.95955706 3.1271E-23 0.0000E+00 0.0000E+00 1.6867E-08 1.6867E-08 0.0000E+00 0.0000E+00 1.6867E-08 6.38E-06 6.76E-06   0.041 1.0000 6.8762E-06    747.466
 9281.00 0.94781888 3.8225E-23 0.0000E+00 0.0000E+00 1.7113E-08 1.7113E-08 0.0000E+00 0.0000E+00 1.7113E-08 6.40E-06 6.90E-06   0.054 1.0000 7.0330E-06    748.745
 9291.00 0.96045470 2.7719E-23 0.0000E+00 0.0000E+00 1.7307E-08 1.7307E-08 0.0000E+00 0.0000E+00 1.7307E-08 6.51E-06 6.90E-06   0.040 1.0000 7.0135E-06    749.890
 9301.00 0.95465970 3.0059E-23 0.0000E+00 0.0000E+00 1.6893E-08 1.6893E-08 0.0000E+00 0.0000E+00 1.6893E-08 6.31E-06 6.74E-06   0.046 1.0000 6.8637E-06    749.542
 9311.00 0.95744425 2.6997E-23 0.0000E+00 0.0000E+00 1.7276E-08 1.7276E-08 0.0000E+00 0.0000E+00 1.7276E-08 6.45E-06 6.86E-06   0.043 1.0000 6.9849E-06    751.158
 9321.00 0.95682943 2.6000E-23 0.0000E+00 0.0000E+00 1.7060E-08 1.7060E-08 0.0000E+00 0.0000E+00 1.7060E-08 6.35E-06 6.76E-06   0.044 1.0000 6.8861E-06    751.297
 9331.00 0.95724410 2.4523E-23 0.0000E+00 0.0000E+00 1.7412E-08 1.7412E-08 0.0000E+00 0.0000E+00 1.7412E-08 6.46E-06 6.88E-06   0.044 1.0000 7.0103E-06    752.830
 9341.00 0.95686573 2.3470E-23 0.0000E+00 0.0000E+00 1.7366E-08 1.7366E-08 0.0000E+00 0.0000E+00 1.7366E-08 6.43E-06 6.84E-06   0.044 1.0000 6.9794E-06    753.389
 9351.00 0.95453233 2.3542E-23 0.0000E+00 0.0000E+00 1.6684E-08 1.6684E-08 0.0000E+00 0.0000E+00 1.6684E-08 6.15E-06 6.57E-06   0.047 1.0000 6.7060E-06    752.370
 9361.00 0.95540708 2.1893E-23 0.0000E+00 0.0000E+00 1.7241E-08 1.7241E-08 0.0000E+00 0.0000E+00 1.7241E-08 6.34E-06 6.77E-06   0.046 1.0000 6.9146E-06    754.425
 9371.00 0.95462465 2.1207E-23 0.0000E+00 0.0000E+00 1.7500E-08 1.7500E-08 0.0000E+00 0.0000E+00 1.7500E-08 6.42E-06 6.85E-06   0.046 1.0000 7.0062E-06    755.727
 9381.00 0.95514381 1.9938E-23 0.0000E+00 0.0000E+00 1.7469E-08 1.7469E-08 0.0000E+00 0.0000E+00 1.7469E-08 6.39E-06 6.82E-06   0.046 1.0000 6.9727E-06    756.322
 9391.00 0.95456946 1.9235E-23 0.0000E+00 0.0000E+00 1.7809E-08 1.7809E-08 0.0000E+00 0.0000E+00 1.7809E-08 6.49E-06 6.94E-06   0.046 1.0000 7.0927E-06    757.812
