T F 2    3    3    0    2    2    2    2    2    2    1    0    0   0.0000.00000
    1    1    1    0    0    0   5.00000   0.00000   0.00000   0.00000   0.00000
 -99.000 -99.000 -99.000
 -99.00000 -99.00000 -99.00000  2.922360  0.000710 ! H2O & O3 COLUMNS [GM/CM2]
   36MID-LATITUDE SUMMER 
   3.00000 100.00000  20.00000 103.12540   0.31234   0.00000    0        0.00000
  -99  -99  172    0
 -99.00000 -99.00000 -99.00000 -99.00000 -99.00000 -99.00000   0.00000 -99.00000
    9080.0   14300.0       1.0       1.0NW        W1    
    0   0    0.000  0    0.000  0    1.000
    FREQ   TRANS     SOL TR  SOLAR
 9080.00  0.9598 6.64E-06 6.91E-06                                                              4.099E-02
 9081.00  0.9254 6.42E-06 6.94E-06                                                              7.750E-02
 9082.00  0.8317 5.76E-06 6.92E-06                                                              1.843E-01
 9083.00  0.8685 6.02E-06 6.93E-06                                                              1.410E-01
 9084.00  0.9653 6.66E-06 6.90E-06                                                              3.535E-02
 9085.00  0.9308 6.42E-06 6.90E-06                                                              7.168E-02
 9086.00  0.8699 6.01E-06 6.90E-06                                                              1.393E-01
 9087.00  0.9427 6.53E-06 6.93E-06                                                              5.905E-02
 9088.00  0.9658 6.68E-06 6.91E-06                                                              3.478E-02
 9089.00  0.9288 6.43E-06 6.92E-06                                                              7.390E-02
 9090.00  0.9574 6.62E-06 6.92E-06                                                              4.354E-02
 9091.00  0.8697 6.01E-06 6.91E-06                                                              1.396E-01
 9092.00  0.9021 6.24E-06 6.91E-06                                                              1.030E-01
 9093.00  0.7985 5.54E-06 6.94E-06                                                              2.251E-01
 9094.00  0.9316 6.46E-06 6.94E-06                                                              7.083E-02
 9095.00  0.9179 6.39E-06 6.96E-06                                                              8.566E-02
 9096.00  0.9369 6.53E-06 6.97E-06                                                              6.521E-02
 9097.00  0.9670 6.71E-06 6.93E-06                                                              3.358E-02
 9098.00  0.9094 6.28E-06 6.91E-06                                                              9.494E-02
 9099.00  0.9425 6.46E-06 6.85E-06                                                              5.920E-02
 9100.00  0.8828 6.01E-06 6.81E-06                                                              1.247E-01
 9101.00  0.9362 6.27E-06 6.69E-06                                                              6.594E-02
 9102.00  0.9640 6.43E-06 6.67E-06                                                              3.670E-02
 9103.00  0.9208 6.04E-06 6.56E-06                                                              8.250E-02
 9104.00  0.9677 6.29E-06 6.50E-06                                                              3.283E-02
 9105.00  0.9678 6.30E-06 6.51E-06                                                              3.275E-02
 9106.00  0.9249 6.13E-06 6.62E-06                                                              7.811E-02
 9107.00  0.9179 6.13E-06 6.68E-06                                                              8.566E-02
 9108.00  0.8482 5.75E-06 6.78E-06                                                              1.646E-01
 9109.00  0.9331 6.45E-06 6.91E-06                                                              6.925E-02
 9110.00  0.9517 6.60E-06 6.93E-06                                                              4.955E-02
 9111.00  0.9052 6.24E-06 6.89E-06                                                              9.958E-02
 9112.00  0.9683 6.66E-06 6.88E-06                                                              3.223E-02
 9113.00  0.9687 6.66E-06 6.88E-06                                                              3.177E-02
 9114.00  0.9587 6.55E-06 6.83E-06                                                              4.213E-02
 9115.00  0.9693 6.46E-06 6.66E-06                                                              3.116E-02
 9116.00  0.9697 6.43E-06 6.63E-06                                                              3.078E-02
 9117.00  0.9696 6.42E-06 6.62E-06                                                              3.082E-02
 9118.00  0.9690 6.42E-06 6.62E-06                                                              3.152E-02
 9119.00  0.9651 6.46E-06 6.69E-06                                                              3.549E-02
 9120.00  0.9508 6.53E-06 6.87E-06                                                              5.042E-02
 9121.00  0.9567 6.62E-06 6.91E-06                                                              4.422E-02
 9122.00  0.8863 6.03E-06 6.81E-06                                                              1.207E-01
 9123.00  0.9533 6.49E-06 6.81E-06                                                              4.779E-02
 9124.00  0.8766 5.95E-06 6.78E-06                                                              1.317E-01
 9125.00  0.8598 5.75E-06 6.68E-06                                                              1.511E-01
 9126.00  0.9258 6.16E-06 6.65E-06                                                              7.708E-02
 9127.00  0.9671 6.54E-06 6.76E-06                                                              3.344E-02
 9128.00  0.9690 6.56E-06 6.77E-06                                                              3.145E-02
 9129.00  0.9604 6.49E-06 6.75E-06                                                              4.038E-02
 9130.00  0.9599 6.54E-06 6.82E-06                                                              4.090E-02
 9131.00  0.9679 6.62E-06 6.84E-06                                                              3.267E-02
 9132.00  0.9544 6.52E-06 6.83E-06                                                              4.671E-02
 9133.00  0.8406 5.71E-06 6.80E-06                                                              1.736E-01
 9134.00  0.9480 6.42E-06 6.77E-06                                                              5.343E-02
 9135.00  0.9233 6.21E-06 6.73E-06                                                              7.986E-02
 9136.00  0.9396 6.22E-06 6.62E-06                                                              6.233E-02
 9137.00  0.9618 6.20E-06 6.45E-06                                                              3.900E-02
 9138.00  0.9545 5.92E-06 6.20E-06                                                              4.657E-02
 9139.00  0.9646 5.85E-06 6.07E-06                                                              3.605E-02
 9140.00  0.9684 5.85E-06 6.04E-06                                                              3.214E-02
 9141.00  0.9692 5.91E-06 6.10E-06                                                              3.128E-02
 9142.00  0.9280 5.80E-06 6.25E-06                                                              7.476E-02
 9143.00  0.9649 6.27E-06 6.50E-06                                                              3.571E-02
 9144.00  0.9689 6.45E-06 6.66E-06                                                              3.161E-02
 9145.00  0.9684 6.52E-06 6.73E-06                                                              3.210E-02
 9146.00  0.9311 6.31E-06 6.78E-06                                                              7.142E-02
 9147.00  0.9683 6.59E-06 6.80E-06                                                              3.225E-02
 9148.00  0.9682 6.59E-06 6.81E-06                                                              3.227E-02
 9149.00  0.9620 6.57E-06 6.83E-06                                                              3.870E-02
 9150.00  0.9186 6.31E-06 6.87E-06                                                              8.491E-02
 9151.00  0.8457 5.84E-06 6.90E-06                                                              1.676E-01
 9152.00  0.9407 6.52E-06 6.93E-06                                                              6.114E-02
 9153.00  0.8295 5.79E-06 6.98E-06                                                              1.870E-01
 9154.00  0.9640 6.73E-06 6.98E-06                                                              3.664E-02
 9155.00  0.9685 6.77E-06 6.99E-06                                                              3.201E-02
 9156.00  0.9694 6.76E-06 6.97E-06                                                              3.104E-02
 9157.00  0.9636 6.62E-06 6.87E-06                                                              3.705E-02
 9158.00  0.9693 6.61E-06 6.82E-06                                                              3.117E-02
 9159.00  0.9654 6.59E-06 6.83E-06                                                              3.519E-02
