T F 2    2    2    0    2    2    2    2    2    2    1    0    0   0.0000.00000
    1    1    1    0    0    0   2.00000   0.00000   0.00000   0.00000   0.00000
 -99.000 -99.000 -99.000
 -99.00000 -99.00000 -99.00000  2.922360  0.000710 ! H2O & O3 COLUMNS [GM/CM2]
   36MID-LATITUDE SUMMER 
  20.00000  20.00000  90.04385  10.00008   0.08965   0.00000    1        0.00000
    0    0  172    0
   0.00000   0.00000   0.00000  20.00044   0.00000 180.00000   0.00000   0.00000
    9091.0   14286.0      10.0      10.0NW              
    0   0    0.000  0    0.000  0    1.000
    FREQ  TOT_TRANS  PTH_THRML  THRML_SCT  SURF_EMIS   SOL_SCAT  SING_SCAT  GRND_RFLT  DRCT_RFLT  TOTAL_RAD  REF_SOL  SOL@OBS   DEPTH DIR_EM    TOA_SUN BBODY_T[K]
 9091.00 0.99782598 2.3656E-29 0.0000E+00 0.0000E+00 1.1110E-09 1.1110E-09 0.0000E+00 0.0000E+00 1.1110E-09 6.90E-06 6.91E-06   0.002 1.0000 6.9214E-06    637.836
 9101.00 0.99782920 2.2197E-29 0.0000E+00 0.0000E+00 1.0874E-09 1.0874E-09 0.0000E+00 0.0000E+00 1.0874E-09 6.73E-06 6.75E-06   0.002 1.0000 6.7529E-06    637.767
 9111.00 0.99782628 2.0881E-29 0.0000E+00 0.0000E+00 1.0937E-09 1.0937E-09 0.0000E+00 0.0000E+00 1.0937E-09 6.75E-06 6.76E-06   0.002 1.0000 6.7702E-06    638.546
 9121.00 0.99781770 1.9695E-29 0.0000E+00 0.0000E+00 1.0951E-09 1.0951E-09 0.0000E+00 0.0000E+00 1.0951E-09 6.74E-06 6.75E-06   0.002 1.0000 6.7570E-06    639.183
 9131.00 0.99780649 1.8601E-29 0.0000E+00 0.0000E+00 1.0922E-09 1.0922E-09 0.0000E+00 0.0000E+00 1.0922E-09 6.70E-06 6.71E-06   0.002 1.0000 6.7175E-06    639.697
 9141.00 0.99780589 1.7481E-29 0.0000E+00 0.0000E+00 1.0511E-09 1.0511E-09 0.0000E+00 0.0000E+00 1.0511E-09 6.42E-06 6.44E-06   0.002 1.0000 6.4440E-06    639.102
 9151.00 0.99778688 1.6565E-29 0.0000E+00 0.0000E+00 1.1227E-09 1.1227E-09 0.0000E+00 0.0000E+00 1.1227E-09 6.84E-06 6.85E-06   0.002 1.0000 6.8615E-06    641.755
 9161.00 0.99779260 1.5525E-29 0.0000E+00 0.0000E+00 1.1382E-09 1.1382E-09 0.0000E+00 0.0000E+00 1.1382E-09 6.91E-06 6.93E-06   0.002 1.0000 6.9345E-06    642.784
 9171.00 0.99777794 1.4682E-29 0.0000E+00 0.0000E+00 1.1506E-09 1.1506E-09 0.0000E+00 0.0000E+00 1.1506E-09 6.97E-06 6.98E-06   0.002 1.0000 6.9883E-06    643.723
 9181.00 0.99777406 1.3819E-29 0.0000E+00 0.0000E+00 1.1353E-09 1.1353E-09 0.0000E+00 0.0000E+00 1.1353E-09 6.85E-06 6.87E-06   0.002 1.0000 6.8738E-06    643.902
 9191.00 0.99776822 1.3018E-29 0.0000E+00 0.0000E+00 1.1355E-09 1.1355E-09 0.0000E+00 0.0000E+00 1.1355E-09 6.83E-06 6.85E-06   0.002 1.0000 6.8531E-06    644.506
 9201.00 0.99775440 1.2305E-29 0.0000E+00 0.0000E+00 1.1269E-09 1.1269E-09 0.0000E+00 0.0000E+00 1.1269E-09 6.76E-06 6.77E-06   0.002 1.0000 6.7792E-06    644.865
 9211.00 0.99774563 1.1608E-29 0.0000E+00 0.0000E+00 1.1719E-09 1.1719E-09 0.0000E+00 0.0000E+00 1.1719E-09 7.00E-06 7.02E-06   0.002 1.0000 7.0277E-06    646.696
 9221.00 0.99774086 1.0927E-29 0.0000E+00 0.0000E+00 1.1658E-09 1.1658E-09 0.0000E+00 0.0000E+00 1.1658E-09 6.95E-06 6.96E-06   0.002 1.0000 6.9689E-06    647.130
 9231.00 0.99773067 1.0314E-29 0.0000E+00 0.0000E+00 1.1403E-09 1.1403E-09 0.0000E+00 0.0000E+00 1.1403E-09 6.77E-06 6.79E-06   0.002 1.0000 6.7955E-06    647.032
 9241.00 0.99772292 9.7234E-30 0.0000E+00 0.0000E+00 1.1420E-09 1.1420E-09 0.0000E+00 0.0000E+00 1.1420E-09 6.76E-06 6.78E-06   0.002 1.0000 6.7842E-06    647.679
 9251.00 0.99771017 9.1856E-30 0.0000E+00 0.0000E+00 1.1653E-09 1.1653E-09 0.0000E+00 0.0000E+00 1.1653E-09 6.88E-06 6.89E-06   0.002 1.0000 6.9007E-06    648.914
 9261.00 0.99769878 8.6733E-30 0.0000E+00 0.0000E+00 1.1848E-09 1.1848E-09 0.0000E+00 0.0000E+00 1.1848E-09 6.97E-06 6.99E-06   0.002 1.0000 6.9947E-06    650.038
 9271.00 0.99768680 8.1902E-30 0.0000E+00 0.0000E+00 1.1684E-09 1.1684E-09 0.0000E+00 0.0000E+00 1.1684E-09 6.85E-06 6.87E-06   0.002 1.0000 6.8762E-06    650.196
 9281.00 0.99766934 7.7529E-30 0.0000E+00 0.0000E+00 1.1988E-09 1.1988E-09 0.0000E+00 0.0000E+00 1.1988E-09 7.01E-06 7.03E-06   0.002 1.0000 7.0330E-06    651.610
 9291.00 0.99765289 7.3356E-30 0.0000E+00 0.0000E+00 1.1992E-09 1.1992E-09 0.0000E+00 0.0000E+00 1.1992E-09 6.99E-06 7.01E-06   0.002 1.0000 7.0135E-06    652.221
 9301.00 0.99763137 6.9548E-30 0.0000E+00 0.0000E+00 1.1773E-09 1.1773E-09 0.0000E+00 0.0000E+00 1.1773E-09 6.84E-06 6.86E-06   0.002 1.0000 6.8637E-06    652.232
 9311.00 0.99760616 6.6033E-30 0.0000E+00 0.0000E+00 1.2018E-09 1.2018E-09 0.0000E+00 0.0000E+00 1.2018E-09 6.96E-06 6.98E-06   0.002 1.0000 6.9849E-06    653.488
 9321.00 0.99757570 6.2825E-30 0.0000E+00 0.0000E+00 1.1885E-09 1.1885E-09 0.0000E+00 0.0000E+00 1.1885E-09 6.86E-06 6.88E-06   0.002 1.0000 6.8861E-06    653.731
 9331.00 0.99753696 5.9966E-30 0.0000E+00 0.0000E+00 1.2136E-09 1.2136E-09 0.0000E+00 0.0000E+00 1.2136E-09 6.98E-06 7.00E-06   0.002 1.0000 7.0103E-06    654.998
 9341.00 0.99750078 5.7166E-30 0.0000E+00 0.0000E+00 1.2119E-09 1.2119E-09 0.0000E+00 0.0000E+00 1.2119E-09 6.95E-06 6.97E-06   0.003 1.0000 6.9794E-06    655.554
 9351.00 0.99745089 5.4770E-30 0.0000E+00 0.0000E+00 1.1680E-09 1.1680E-09 0.0000E+00 0.0000E+00 1.1680E-09 6.68E-06 6.70E-06   0.003 1.0000 6.7060E-06    654.973
 9361.00 0.99732095 5.4060E-30 0.0000E+00 0.0000E+00 1.2079E-09 1.2079E-09 0.0000E+00 0.0000E+00 1.2079E-09 6.89E-06 6.91E-06   0.003 1.0000 6.9146E-06    656.646
 9371.00 0.99733853 5.0504E-30 0.0000E+00 0.0000E+00 1.2277E-09 1.2277E-09 0.0000E+00 0.0000E+00 1.2277E-09 6.98E-06 7.00E-06   0.003 1.0000 7.0062E-06    657.765
