T F 2    3    3    0    2    2    2    2    2    2    1    0    0   0.0000.00000
    1    1    1    0    0    0  23.00000   0.00000   0.00000   0.00000   0.00000
 -99.000 -99.000 -99.000
 -99.00000 -99.00000 -99.00000  2.922360  0.000710 ! H2O & O3 COLUMNS [GM/CM2]
   36MID-LATITUDE SUMMER 
  10.00000 100.00000  70.00000 250.75429   2.08691   0.00000    0        0.00000
  -99  -99  172    0
 -99.00000 -99.00000 -99.00000 -99.00000 -99.00000 -99.00000   0.00000 -99.00000
    9080.0   14300.0       1.0       1.0NW        W1    
    0   0    0.000  0    0.000  0    1.000
    FREQ   TRANS     SOL TR  SOLAR
 9080.00  0.9888 6.84E-06 6.91E-06                                                              1.126E-02
 9081.00  0.9876 6.86E-06 6.94E-06                                                              1.248E-02
 9082.00  0.9836 6.81E-06 6.92E-06                                                              1.652E-02
 9083.00  0.9855 6.83E-06 6.93E-06                                                              1.464E-02
 9084.00  0.9889 6.83E-06 6.90E-06                                                              1.116E-02
 9085.00  0.9879 6.81E-06 6.90E-06                                                              1.222E-02
 9086.00  0.9856 6.81E-06 6.90E-06                                                              1.451E-02
 9087.00  0.9884 6.85E-06 6.93E-06                                                              1.166E-02
 9088.00  0.9889 6.84E-06 6.91E-06                                                              1.116E-02
 9089.00  0.9878 6.84E-06 6.92E-06                                                              1.232E-02
 9090.00  0.9887 6.84E-06 6.92E-06                                                              1.138E-02
 9091.00  0.9850 6.81E-06 6.91E-06                                                              1.508E-02
 9092.00  0.9874 6.83E-06 6.91E-06                                                              1.268E-02
 9093.00  0.9783 6.79E-06 6.94E-06                                                              2.198E-02
 9094.00  0.9883 6.86E-06 6.94E-06                                                              1.179E-02
 9095.00  0.9874 6.87E-06 6.96E-06                                                              1.269E-02
 9096.00  0.9881 6.89E-06 6.97E-06                                                              1.194E-02
 9097.00  0.9889 6.86E-06 6.93E-06                                                              1.118E-02
 9098.00  0.9873 6.82E-06 6.91E-06                                                              1.283E-02
 9099.00  0.9881 6.77E-06 6.85E-06                                                              1.200E-02
 9100.00  0.9855 6.71E-06 6.81E-06                                                              1.462E-02
 9101.00  0.9880 6.61E-06 6.69E-06                                                              1.203E-02
 9102.00  0.9888 6.59E-06 6.67E-06                                                              1.125E-02
 9103.00  0.9876 6.48E-06 6.56E-06                                                              1.246E-02
 9104.00  0.9888 6.43E-06 6.50E-06                                                              1.123E-02
 9105.00  0.9888 6.43E-06 6.51E-06                                                              1.125E-02
 9106.00  0.9877 6.54E-06 6.62E-06                                                              1.234E-02
 9107.00  0.9875 6.60E-06 6.68E-06                                                              1.255E-02
 9108.00  0.9852 6.68E-06 6.78E-06                                                              1.487E-02
 9109.00  0.9878 6.83E-06 6.91E-06                                                              1.227E-02
 9110.00  0.9885 6.85E-06 6.93E-06                                                              1.155E-02
 9111.00  0.9865 6.80E-06 6.89E-06                                                              1.362E-02
 9112.00  0.9888 6.80E-06 6.88E-06                                                              1.128E-02
 9113.00  0.9888 6.80E-06 6.88E-06                                                              1.127E-02
 9114.00  0.9886 6.75E-06 6.83E-06                                                              1.150E-02
 9115.00  0.9888 6.59E-06 6.66E-06                                                              1.128E-02
 9116.00  0.9888 6.56E-06 6.63E-06                                                              1.127E-02
 9117.00  0.9888 6.54E-06 6.62E-06                                                              1.128E-02
 9118.00  0.9888 6.55E-06 6.62E-06                                                              1.130E-02
 9119.00  0.9887 6.61E-06 6.69E-06                                                              1.139E-02
 9120.00  0.9883 6.79E-06 6.87E-06                                                              1.180E-02
 9121.00  0.9886 6.84E-06 6.91E-06                                                              1.150E-02
 9122.00  0.9863 6.71E-06 6.81E-06                                                              1.379E-02
 9123.00  0.9883 6.73E-06 6.81E-06                                                              1.173E-02
 9124.00  0.9859 6.69E-06 6.78E-06                                                              1.418E-02
 9125.00  0.9846 6.58E-06 6.68E-06                                                              1.552E-02
 9126.00  0.9875 6.57E-06 6.65E-06                                                              1.255E-02
 9127.00  0.9887 6.69E-06 6.76E-06                                                              1.136E-02
 9128.00  0.9887 6.69E-06 6.77E-06                                                              1.138E-02
 9129.00  0.9885 6.68E-06 6.75E-06                                                              1.154E-02
 9130.00  0.9886 6.74E-06 6.82E-06                                                              1.151E-02
 9131.00  0.9886 6.77E-06 6.84E-06                                                              1.145E-02
 9132.00  0.9884 6.75E-06 6.83E-06                                                              1.170E-02
 9133.00  0.9835 6.69E-06 6.80E-06                                                              1.666E-02
 9134.00  0.9883 6.70E-06 6.77E-06                                                              1.176E-02
 9135.00  0.9876 6.64E-06 6.73E-06                                                              1.245E-02
 9136.00  0.9878 6.54E-06 6.62E-06                                                              1.228E-02
 9137.00  0.9886 6.37E-06 6.45E-06                                                              1.151E-02
 9138.00  0.9883 6.13E-06 6.20E-06                                                              1.180E-02
 9139.00  0.9886 6.00E-06 6.07E-06                                                              1.151E-02
 9140.00  0.9886 5.98E-06 6.04E-06                                                              1.144E-02
 9141.00  0.9886 6.03E-06 6.10E-06                                                              1.143E-02
 9142.00  0.9877 6.18E-06 6.25E-06                                                              1.242E-02
 9143.00  0.9886 6.43E-06 6.50E-06                                                              1.147E-02
 9144.00  0.9886 6.58E-06 6.66E-06                                                              1.145E-02
 9145.00  0.9886 6.66E-06 6.73E-06                                                              1.143E-02
 9146.00  0.9876 6.70E-06 6.78E-06                                                              1.251E-02
 9147.00  0.9886 6.73E-06 6.80E-06                                                              1.145E-02
 9148.00  0.9886 6.73E-06 6.81E-06                                                              1.146E-02
 9149.00  0.9884 6.75E-06 6.83E-06                                                              1.164E-02
 9150.00  0.9874 6.78E-06 6.87E-06                                                              1.269E-02
 9151.00  0.9844 6.79E-06 6.90E-06                                                              1.575E-02
 9152.00  0.9881 6.85E-06 6.93E-06                                                              1.193E-02
 9153.00  0.9798 6.84E-06 6.98E-06                                                              2.038E-02
 9154.00  0.9885 6.90E-06 6.98E-06                                                              1.156E-02
 9155.00  0.9886 6.91E-06 6.99E-06                                                              1.151E-02
 9156.00  0.9886 6.89E-06 6.97E-06                                                              1.148E-02
 9157.00  0.9884 6.79E-06 6.87E-06                                                              1.163E-02
 9158.00  0.9886 6.74E-06 6.82E-06                                                              1.148E-02
 9159.00  0.9885 6.75E-06 6.83E-06                                                              1.157E-02
