T F 2    2    2    0    2    2    2    2    2    2    1    0    0   0.0000.00000
    1    1    1    0    0    0   2.00000   0.00000   0.00000   0.00000   0.00000
 -99.000 -99.000 -99.000
 -99.00000 -99.00000 -99.00000  2.922360  0.000710 ! H2O & O3 COLUMNS [GM/CM2]
   36MID-LATITUDE SUMMER 
   3.00000   3.00000  90.07851  20.00078   0.17978   0.00000    1        0.00000
    0    0  172    0
   0.00000   0.00000   0.00000  70.03094   0.00000 180.00000   0.00000   0.00000
    9091.0   14286.0      10.0      10.0NW              
    0   0    0.000  0    0.000  0    1.000
    FREQ  TOT_TRANS  PTH_THRML  THRML_SCT  SURF_EMIS   SOL_SCAT  SING_SCAT  GRND_RFLT  DRCT_RFLT  TOTAL_RAD  REF_SOL  SOL@OBS   DEPTH DIR_EM    TOA_SUN BBODY_T[K]
 9091.00 0.52241856 1.9344E-21 0.0000E+00 0.0000E+00 7.0550E-08 7.0550E-08 0.0000E+00 0.0000E+00 7.0550E-08 3.14E-06 5.56E-06   0.649 1.0000 6.9214E-06    799.716
 9101.00 0.56452858 1.6834E-21 0.0000E+00 0.0000E+00 7.3130E-08 7.3130E-08 0.0000E+00 0.0000E+00 7.3130E-08 3.34E-06 5.60E-06   0.572 1.0000 6.7529E-06    802.195
 9111.00 0.63075101 1.3641E-21 0.0000E+00 0.0000E+00 7.9781E-08 7.9781E-08 0.0000E+00 0.0000E+00 7.9781E-08 3.82E-06 5.81E-06   0.461 1.0000 6.7702E-06    807.219
 9121.00 0.63038474 1.2915E-21 0.0000E+00 0.0000E+00 7.9736E-08 7.9736E-08 0.0000E+00 0.0000E+00 7.9736E-08 3.80E-06 5.79E-06   0.461 1.0000 6.7570E-06    807.913
 9131.00 0.61518735 1.2868E-21 0.0000E+00 0.0000E+00 7.8119E-08 7.8119E-08 0.0000E+00 0.0000E+00 7.8119E-08 3.67E-06 5.71E-06   0.486 1.0000 6.7175E-06    807.617
 9141.00 0.67906344 1.0243E-21 0.0000E+00 0.0000E+00 8.0951E-08 8.0951E-08 0.0000E+00 0.0000E+00 8.0951E-08 3.94E-06 5.68E-06   0.387 1.0000 6.4440E-06    810.111
