T F 2    2    2    0    2    2    2    2    2    2    1    0    0   0.0000.00000
    1    1    1    0    0    0  50.00000   0.00000   0.00000   0.00000   0.00000
 -99.000 -99.000 -99.000
 -99.00000 -99.00000 -99.00000  2.922360  0.000710 ! H2O & O3 COLUMNS [GM/CM2]
   36MID-LATITUDE SUMMER 
   3.00000   3.00000  90.13738  35.00051   0.31461   0.00000    1        0.00000
    0    0  172    0
   0.00000   0.00000   0.00000  70.03094   0.00000 180.00000   0.00000   0.00000
    9091.0   14286.0      10.0      10.0NW              
    0   0    0.000  0    0.000  0    1.000
    FREQ  TOT_TRANS  PTH_THRML  THRML_SCT  SURF_EMIS   SOL_SCAT  SING_SCAT  GRND_RFLT  DRCT_RFLT  TOTAL_RAD  REF_SOL  SOL@OBS   DEPTH DIR_EM    TOA_SUN BBODY_T[K]
 9091.00 0.45204967 2.2389E-21 0.0000E+00 0.0000E+00 5.2243E-08 5.2243E-08 0.0000E+00 0.0000E+00 5.2243E-08 2.80E-06 5.65E-06   0.794 1.0000 6.9214E-06    785.292
 9101.00 0.50580353 1.9282E-21 0.0000E+00 0.0000E+00 5.4990E-08 5.4990E-08 0.0000E+00 0.0000E+00 5.4990E-08 3.07E-06 5.69E-06   0.682 1.0000 6.7529E-06    788.425
 9111.00 0.59964526 1.4938E-21 0.0000E+00 0.0000E+00 6.1697E-08 6.1697E-08 0.0000E+00 0.0000E+00 6.1697E-08 3.71E-06 5.91E-06   0.511 1.0000 6.7702E-06    794.641
 9121.00 0.59874040 1.4137E-21 0.0000E+00 0.0000E+00 6.1659E-08 6.1659E-08 0.0000E+00 0.0000E+00 6.1659E-08 3.70E-06 5.88E-06   0.513 1.0000 6.7570E-06    795.325
 9131.00 0.57535559 1.4329E-21 0.0000E+00 0.0000E+00 5.9996E-08 5.9996E-08 0.0000E+00 0.0000E+00 5.9996E-08 3.52E-06 5.81E-06   0.553 1.0000 6.7175E-06    794.721
 9141.00 0.66406465 1.0830E-21 0.0000E+00 0.0000E+00 6.3545E-08 6.3545E-08 0.0000E+00 0.0000E+00 6.3545E-08 3.93E-06 5.78E-06   0.409 1.0000 6.4440E-06    798.208
 9151.00 0.60294110 1.2160E-21 0.0000E+00 0.0000E+00 6.3017E-08 6.3017E-08 0.0000E+00 0.0000E+00 6.3017E-08 3.79E-06 5.93E-06   0.506 1.0000 6.8615E-06    798.518
 9161.00 0.75561112 7.1407E-22 0.0000E+00 0.0000E+00 7.5117E-08 7.5117E-08 0.0000E+00 0.0000E+00 7.5117E-08 4.87E-06 6.39E-06   0.280 1.0000 6.9345E-06    807.835
 9171.00 0.65658385 9.5414E-22 0.0000E+00 0.0000E+00 6.8649E-08 6.8649E-08 0.0000E+00 0.0000E+00 6.8649E-08 4.22E-06 6.18E-06   0.421 1.0000 6.9883E-06    804.118
 9181.00 0.68873996 8.2580E-22 0.0000E+00 0.0000E+00 7.0232E-08 7.0232E-08 0.0000E+00 0.0000E+00 7.0232E-08 4.36E-06 6.20E-06   0.373 1.0000 6.8738E-06    805.954
 9191.00 0.74460596 6.4448E-22 0.0000E+00 0.0000E+00 7.4150E-08 7.4150E-08 0.0000E+00 0.0000E+00 7.4150E-08 4.74E-06 6.31E-06   0.295 1.0000 6.8531E-06    809.352
 9201.00 0.68040305 7.6685E-22 0.0000E+00 0.0000E+00 6.8969E-08 6.8969E-08 0.0000E+00 0.0000E+00 6.8969E-08 4.26E-06 6.08E-06   0.385 1.0000 6.7792E-06    806.496
 9211.00 0.68843639 7.1698E-22 0.0000E+00 0.0000E+00 7.2298E-08 7.2298E-08 0.0000E+00 0.0000E+00 7.2298E-08 4.46E-06 6.31E-06   0.373 1.0000 7.0277E-06    809.536
 9221.00 0.71638393 6.1862E-22 0.0000E+00 0.0000E+00 7.4047E-08 7.4047E-08 0.0000E+00 0.0000E+00 7.4047E-08 4.62E-06 6.36E-06   0.334 1.0000 6.9689E-06    811.439
 9231.00 0.72710097 5.7030E-22 0.0000E+00 0.0000E+00 7.2726E-08 7.2726E-08 0.0000E+00 0.0000E+00 7.2726E-08 4.57E-06 6.17E-06   0.319 1.0000 6.7955E-06    811.265
 9241.00 0.76325214 4.6838E-22 0.0000E+00 0.0000E+00 7.5562E-08 7.5562E-08 0.0000E+00 0.0000E+00 7.5562E-08 4.81E-06 6.26E-06   0.270 1.0000 6.7842E-06    813.883
 9251.00 0.72690153 5.1631E-22 0.0000E+00 0.0000E+00 7.4516E-08 7.4516E-08 0.0000E+00 0.0000E+00 7.4516E-08 4.65E-06 6.29E-06   0.319 1.0000 6.9007E-06    813.908
 9261.00 0.75147915 4.4888E-22 0.0000E+00 0.0000E+00 7.7336E-08 7.7336E-08 0.0000E+00 0.0000E+00 7.7336E-08 4.88E-06 6.41E-06   0.286 1.0000 6.9947E-06    816.481
 9271.00 0.78005052 3.7708E-22 0.0000E+00 0.0000E+00 7.8274E-08 7.8274E-08 0.0000E+00 0.0000E+00 7.8274E-08 4.98E-06 6.37E-06   0.248 1.0000 6.8762E-06    817.804
 9281.00 0.72283787 4.5362E-22 0.0000E+00 0.0000E+00 7.6072E-08 7.6072E-08 0.0000E+00 0.0000E+00 7.6072E-08 4.70E-06 6.39E-06   0.325 1.0000 7.0330E-06    817.095
 9291.00 0.78651470 3.3293E-22 0.0000E+00 0.0000E+00 8.0650E-08 8.0650E-08 0.0000E+00 0.0000E+00 8.0650E-08 5.12E-06 6.50E-06   0.240 1.0000 7.0135E-06    820.748
 9301.00 0.75876862 3.5740E-22 0.0000E+00 0.0000E+00 7.7115E-08 7.7115E-08 0.0000E+00 0.0000E+00 7.7115E-08 4.82E-06 6.30E-06   0.276 1.0000 6.8637E-06    819.215
 9311.00 0.77488798 3.1933E-22 0.0000E+00 0.0000E+00 7.9771E-08 7.9771E-08 0.0000E+00 0.0000E+00 7.9771E-08 5.01E-06 6.44E-06   0.255 1.0000 6.9849E-06    821.636
