case_id,source_case_ids,band,atmosphere_model,aerosol_model,humidity_profile,visibility_km,observer_alt_km,target_alt_km,range_km,solar_zenith_deg,tau_los_mean,tau_down_mean,path_radiance_mean_W_m2_sr_um,path_radiance_integral_W_m2_sr,solar_scatter_mean_W_m2_sr_um,solar_scatter_integral_W_m2_sr,direct_solar_irradiance_mean_W_m2_um,direct_solar_irradiance_integral_W_m2,downward_sky_diffuse_flux_mean_W_m2_um,downward_sky_diffuse_flux_integral_W_m2,raw_unit,si_unit,conversion_method,source_files
mwir_standard_20260906,mwir_std_trans;mwir_std_thermal;mwir_std_solar_direct;mwir_std_solar_scatter;mwir_std_flux,MWIR,Mid-Latitude Summer,Rural,default,23,10,5,10,45,0.6667283125348593,0.6684943582371856,0.03609890666219877,0.07218698256932338,0.0003134429132610974,0.0006267917842439886,7.225221908989829,14.551817862567017,0.7685834201930286,1.5369362653599992,radiance W/(cm^2 sr cm^-1); direct solar W/(cm^2 cm^-1); flux W/(cm^2 nm),W/(m^2 sr um); W/(m^2 um),"pointwise Jacobian 1e8/lambda_um^2, then trapezoidal wavelength integration",D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\processed\audit_mwir_standard_20260906\mwir_std_trans_si.csv;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\processed\audit_mwir_standard_20260906\mwir_std_thermal_si.csv;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\processed\audit_mwir_standard_20260906\mwir_std_solar_direct_si.csv;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\processed\audit_mwir_standard_20260906\mwir_std_solar_scatter_si.csv;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\processed\audit_mwir_standard_20260906\mwir_std_flux_si.csv
