case_id,source_file,raw_unit_radiance,raw_unit_irradiance,si_unit_radiance,si_unit_irradiance,conversion_method,wavenumber_cm1,wavelength_um,tau_los,path_thermal_native,path_thermal_W_m2_sr_um,thermal_scatter_native,thermal_scatter_W_m2_sr_um,surface_emission_native,surface_emission_W_m2_sr_um,solar_scatter_native,solar_scatter_W_m2_sr_um,single_scatter_native,single_scatter_W_m2_sr_um,ground_reflected_native,ground_reflected_W_m2_sr_um,direct_reflected_native,direct_reflected_W_m2_sr_um,total_radiance_native_diagnostic_only,path_radiance_excluding_surface_W_m2_sr_um
mwir_std_solar_scatter,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_solar_scatter\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2010.0,4.975124378109452,0.85974926,1.9211e-08,0.0776143611,0.0,0.0,0.0,0.0,1.1625e-11,4.696616250000001e-05,1.1625e-11,4.696616250000001e-05,0.0,0.0,0.0,0.0,1.9223e-08,0.0776613272625
mwir_std_solar_scatter,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_solar_scatter\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2011.0,4.972650422675286,0.93813336,8.5764e-09,0.0346839993444,0.0,0.0,0.0,0.0,1.235e-11,4.9944894350000004e-05,1.235e-11,4.9944894350000004e-05,0.0,0.0,0.0,0.0,8.5888e-09,0.03473394423875
mwir_std_solar_scatter,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_solar_scatter\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2012.0,4.970178926441352,0.9509241,6.6667e-09,0.0269877616048,0.0,0.0,0.0,0.0,1.2478e-11,5.051274083200001e-05,1.2478e-11,5.051274083200001e-05,0.0,0.0,0.0,0.0,6.6792e-09,0.027038274345632
mwir_std_solar_scatter,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_solar_scatter\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2013.0,4.967709885742672,0.94690126,7.3273e-09,0.029691457913700006,0.0,0.0,0.0,0.0,1.2526e-11,5.075746889400001e-05,1.2526e-11,5.075746889400001e-05,0.0,0.0,0.0,0.0,7.3399e-09,0.029742215382594004
mwir_std_solar_scatter,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_solar_scatter\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2014.0,4.965243296921549,0.92173988,1.0533e-08,0.04272391246800001,0.0,0.0,0.0,0.0,1.2252e-11,4.969651339200001e-05,1.2252e-11,4.969651339200001e-05,0.0,0.0,0.0,0.0,1.0545e-08,0.04277360898139201
mwir_std_solar_scatter,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_solar_scatter\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2015.0,4.962779156327543,0.8695755,1.7719e-08,0.071943126775,0.0,0.0,0.0,0.0,1.1777e-11,4.781726982500001e-05,1.1777e-11,4.781726982500001e-05,0.0,0.0,0.0,0.0,1.7731e-08,0.071990944044825
mwir_std_solar_scatter,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_solar_scatter\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2016.0,4.9603174603174605,0.54957688,5.8022e-08,0.23581626163199998,0.0,0.0,0.0,0.0,9.0979e-12,3.6976194662399996e-05,9.0979e-12,3.6976194662399996e-05,0.0,0.0,0.0,0.0,5.8031e-08,0.23585323782666237
mwir_std_solar_scatter,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_solar_scatter\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2017.0,4.95785820525533,0.09092562,8.2885e-08,0.33720013376499997,0.0,0.0,0.0,0.0,3.2213e-12,1.3105179355699999e-05,3.2213e-12,1.3105179355699999e-05,0.0,0.0,0.0,0.0,8.2888e-08,0.3372132389443557
mwir_std_solar_scatter,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_solar_scatter\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2018.0,4.955401387512389,0.30909547,7.3207e-08,0.298122623068,0.0,0.0,0.0,0.0,6.1588e-12,2.50806290512e-05,6.1588e-12,2.50806290512e-05,0.0,0.0,0.0,0.0,7.3214e-08,0.29814770369705124
mwir_std_solar_scatter,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_solar_scatter\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2019.0,4.952947003467063,0.22330795,8.0315e-08,0.32739293371499995,0.0,0.0,0.0,0.0,5.2281e-12,2.13116229441e-05,5.2281e-12,2.13116229441e-05,0.0,0.0,0.0,0.0,8.032e-08,0.32741424533794405
mwir_std_solar_scatter,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_solar_scatter\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2020.0,4.9504950495049505,0.827133,2.2954e-08,0.09366150160000002,0.0,0.0,0.0,0.0,1.1569e-11,4.72061476e-05,1.1569e-11,4.72061476e-05,0.0,0.0,0.0,0.0,2.2966e-08,0.09370870774760001
mwir_std_solar_scatter,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_solar_scatter\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2021.0,4.948045522018803,0.90311319,1.247e-08,0.05093297927,0.0,0.0,0.0,0.0,1.2214e-11,4.988736237399999e-05,1.2214e-11,4.988736237399999e-05,0.0,0.0,0.0,0.0,1.2483e-08,0.050982866632373995
mwir_std_solar_scatter,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_solar_scatter\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2022.0,4.945598417408506,0.92383778,1.0249e-08,0.041902872516,0.0,0.0,0.0,0.0,1.2593e-11,5.1486279012e-05,1.2593e-11,5.1486279012e-05,0.0,0.0,0.0,0.0,1.0261e-08,0.041954358795012
mwir_std_solar_scatter,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_solar_scatter\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2023.0,4.9431537320810675,0.48921987,5.6325e-08,0.23051169592500004,0.0,0.0,0.0,0.0,8.2095e-12,3.359761682550001e-05,8.2095e-12,3.359761682550001e-05,0.0,0.0,0.0,0.0,5.6333e-08,0.23054529354182554
