case_id,source_file,raw_unit_radiance,raw_unit_irradiance,si_unit_radiance,si_unit_irradiance,conversion_method,wavenumber_cm1,wavelength_um,tau_los,path_thermal_native,path_thermal_W_m2_sr_um,thermal_scatter_native,thermal_scatter_W_m2_sr_um,surface_emission_native,surface_emission_W_m2_sr_um,solar_scatter_native,single_scatter_native,ground_reflected_native,ground_reflected_W_m2_sr_um,direct_reflected_native,total_radiance_native_diagnostic_only,path_radiance_excluding_surface_W_m2_sr_um
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2016.0,4.9603174603174605,0.54957688,5.8022e-08,0.23581626163199998,0.0,0.0,0.0,0.0,,,0.0,0.0,,5.8022e-08,0.23581626163199998
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2017.0,4.95785820525533,0.09092562,8.2885e-08,0.33720013376499997,0.0,0.0,0.0,0.0,,,0.0,0.0,,8.2885e-08,0.33720013376499997
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2018.0,4.955401387512389,0.30909547,7.3207e-08,0.298122623068,0.0,0.0,0.0,0.0,,,0.0,0.0,,7.3207e-08,0.298122623068
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2019.0,4.952947003467063,0.22330795,8.0315e-08,0.32739293371499995,0.0,0.0,0.0,0.0,,,0.0,0.0,,8.0315e-08,0.32739293371499995
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2020.0,4.9504950495049505,0.827133,2.2954e-08,0.09366150160000002,0.0,0.0,0.0,0.0,,,0.0,0.0,,2.2954e-08,0.09366150160000002
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2021.0,4.948045522018803,0.90311319,1.247e-08,0.05093297927,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.247e-08,0.05093297927
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2022.0,4.945598417408506,0.92383778,1.0249e-08,0.041902872516,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0249e-08,0.041902872516
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2023.0,4.9431537320810675,0.48921987,5.6325e-08,0.23051169592500004,0.0,0.0,0.0,0.0,,,0.0,0.0,,5.6325e-08,0.23051169592500004
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2024.0,4.940711462450593,0.92883277,9.4926e-09,0.038887157337599995,0.0,0.0,0.0,0.0,,,0.0,0.0,,9.4926e-09,0.038887157337599995
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2025.0,4.938271604938271,0.94540381,6.8813e-09,0.028217630812500005,0.0,0.0,0.0,0.0,,,0.0,0.0,,6.8813e-09,0.028217630812500005
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2026.0,4.935834155972359,0.8398124,2.0343e-08,0.083501423868,0.0,0.0,0.0,0.0,,,0.0,0.0,,2.0343e-08,0.083501423868
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2027.0,4.93339911198816,0.38487878,6.1631e-08,0.253225076999,0.0,0.0,0.0,0.0,,,0.0,0.0,,6.1631e-08,0.253225076999
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2028.0,4.930966469428008,0.93334913,8.291e-09,0.03409909214399999,0.0,0.0,0.0,0.0,,,0.0,0.0,,8.291e-09,0.03409909214399999
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2029.0,4.928536224741252,0.96259344,4.5221e-09,0.018616766686100007,0.0,0.0,0.0,0.0,,,0.0,0.0,,4.5221e-09,0.018616766686100007
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2030.0,4.926108374384237,0.94864911,6.4342e-09,0.026514694779999997,0.0,0.0,0.0,0.0,,,0.0,0.0,,6.4342e-09,0.026514694779999997
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2031.0,4.923682914820286,0.96908766,3.648e-09,0.015047857727999998,0.0,0.0,0.0,0.0,,,0.0,0.0,,3.648e-09,0.015047857727999998
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2032.0,4.921259842519685,0.96160215,4.5304e-09,0.018706130329599998,0.0,0.0,0.0,0.0,,,0.0,0.0,,4.5304e-09,0.018706130329599998
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2033.0,4.918839153959666,0.97459596,3.0904e-09,0.012772898245599998,0.0,0.0,0.0,0.0,,,0.0,0.0,,3.0904e-09,0.012772898245599998
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2034.0,4.916420845624385,0.81769127,2.1909e-08,0.09064095080400002,0.0,0.0,0.0,0.0,,,0.0,0.0,,2.1909e-08,0.09064095080400002
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2035.0,4.914004914004914,0.94048315,6.9234e-09,0.028671357165000008,0.0,0.0,0.0,0.0,,,0.0,0.0,,6.9234e-09,0.028671357165000008
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2036.0,4.911591355599215,0.97143596,3.4513e-09,0.014306660084799996,0.0,0.0,0.0,0.0,,,0.0,0.0,,3.4513e-09,0.014306660084799996
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2037.0,4.909180166912126,0.8446213,1.6877e-08,0.07002890061299999,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.6877e-08,0.07002890061299999
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2038.0,4.906771344455349,0.72165227,2.9337e-08,0.12184958662799998,0.0,0.0,0.0,0.0,,,0.0,0.0,,2.9337e-08,0.12184958662799998
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2039.0,4.904364884747425,0.94791758,6.339e-09,0.026354525619000004,0.0,0.0,0.0,0.0,,,0.0,0.0,,6.339e-09,0.026354525619000004
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2040.0,4.901960784313726,0.83171272,1.9258e-08,0.08014409279999998,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.9258e-08,0.08014409279999998
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2041.0,4.899559039686428,0.2989361,6.3158e-08,0.263096080598,0.0,0.0,0.0,0.0,,,0.0,0.0,,6.3158e-08,0.263096080598
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2042.0,4.897159647404505,0.60122478,4.5838e-08,0.191133642232,0.0,0.0,0.0,0.0,,,0.0,0.0,,4.5838e-08,0.191133642232
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2043.0,4.894762604013706,0.77946877,2.3898e-08,0.09974664340199998,0.0,0.0,0.0,0.0,,,0.0,0.0,,2.3898e-08,0.09974664340199998
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2044.0,4.892367906066537,0.36715832,5.7709e-08,0.24110450862399999,0.0,0.0,0.0,0.0,,,0.0,0.0,,5.7709e-08,0.24110450862399999
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2045.0,4.88997555012225,0.91259795,1.0324e-08,0.04317522609999999,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0324e-08,0.04317522609999999
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2046.0,4.887585532746823,0.78171408,2.1382e-08,0.08950753231199998,0.0,0.0,0.0,0.0,,,0.0,0.0,,2.1382e-08,0.08950753231199998
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2047.0,4.885197850512946,0.80848557,1.9961e-08,0.08364076184899999,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.9961e-08,0.08364076184899999
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2048.0,4.8828125,0.84955794,1.3419e-08,0.056283365376,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.3419e-08,0.056283365376
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2049.0,4.880429477794046,0.76261514,2.115e-08,0.08879618115000003,0.0,0.0,0.0,0.0,,,0.0,0.0,,2.115e-08,0.08879618115000003
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2050.0,4.878048780487805,0.92557788,7.6325e-09,0.032075581250000006,0.0,0.0,0.0,0.0,,,0.0,0.0,,7.6325e-09,0.032075581250000006
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2051.0,4.875670404680643,0.7971366,1.7424e-08,0.07329581582400002,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.7424e-08,0.07329581582400002
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2052.0,4.8732943469785575,0.72930104,2.2882e-08,0.096349328928,0.0,0.0,0.0,0.0,,,0.0,0.0,,2.2882e-08,0.096349328928
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2053.0,4.870920603994155,0.91449678,9.0004e-09,0.037934966923599996,0.0,0.0,0.0,0.0,,,0.0,0.0,,9.0004e-09,0.037934966923599996
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2054.0,4.868549172346641,0.7336064,2.2315e-08,0.09414511054000001,0.0,0.0,0.0,0.0,,,0.0,0.0,,2.2315e-08,0.09414511054000001
mwir_std_thermal,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\audit_mwir_standard_20260906\mwir_std_thermal\MODOUT2.txt,W/(cm^2 sr cm^-1),W/(cm^2 cm^-1),W/(m^2 sr um),W/(m^2 um),value_si=value_native*1e8/(wavelength_um^2),2055.0,4.866180048661801,0.69096726,2.5237e-08,0.10657648192499998,0.0,0.0,0.0,0.0,,,0.0,0.0,,2.5237e-08,0.10657648192499998
