T F 2    2    2    0    2    2    2    2    2    2    1    0    0   0.0000.00000
    1    1    1    0    0    0  50.00000   0.00000   0.00000   0.00000   0.00000
 -99.000 -99.000 -99.000
 -99.00000 -99.00000 -99.00000  2.922360  0.000710 ! H2O & O3 COLUMNS [GM/CM2]
   36MID-LATITUDE SUMMER 
   5.00000   3.00000 180.00000   2.00000   0.00000   0.00000    0        0.00000
    0    0  172    0
   0.00000   0.00000   0.00000  20.00337   0.00000 180.00000   0.00000   0.00000
    9091.0   14286.0      10.0      10.0NW              
    0   0    0.000  0    0.000  0    1.000
    FREQ  TOT_TRANS  PTH_THRML  THRML_SCT  SURF_EMIS   SOL_SCAT  SING_SCAT  GRND_RFLT  DRCT_RFLT  TOTAL_RAD  REF_SOL  SOL@OBS   DEPTH DIR_EM    TOA_SUN BBODY_T[K]
 9091.00 0.94994265 8.9975E-23 0.0000E+00 0.0000E+00 3.9395E-09 3.9395E-09 0.0000E+00 0.0000E+00 3.9395E-09 6.10E-06 6.67E-06   0.051 1.0000 6.9214E-06    679.796
 9101.00 0.96258765 6.4948E-23 0.0000E+00 0.0000E+00 3.9156E-09 3.9156E-09 0.0000E+00 0.0000E+00 3.9156E-09 6.10E-06 6.56E-06   0.038 1.0000 6.7529E-06    680.212
 9111.00 0.97181046 4.6853E-23 0.0000E+00 0.0000E+00 3.9888E-09 3.9888E-09 0.0000E+00 0.0000E+00 3.9888E-09 6.25E-06 6.61E-06   0.029 1.0000 6.7702E-06    681.498
 9121.00 0.97109920 4.4966E-23 0.0000E+00 0.0000E+00 3.9886E-09 3.9886E-09 0.0000E+00 0.0000E+00 3.9886E-09 6.23E-06 6.59E-06   0.029 1.0000 6.7570E-06    682.128
 9131.00 0.96943259 4.5733E-23 0.0000E+00 0.0000E+00 3.9670E-09 3.9670E-09 0.0000E+00 0.0000E+00 3.9670E-09 6.17E-06 6.55E-06   0.031 1.0000 6.7175E-06    682.567
 9141.00 0.97970188 2.8900E-23 0.0000E+00 0.0000E+00 3.8715E-09 3.8715E-09 0.0000E+00 0.0000E+00 3.8715E-09 6.06E-06 6.31E-06   0.021 1.0000 6.4440E-06    682.334
 9151.00 0.96556813 4.5662E-23 0.0000E+00 0.0000E+00 4.0624E-09 4.0624E-09 0.0000E+00 0.0000E+00 4.0624E-09 6.28E-06 6.67E-06   0.035 1.0000 6.8615E-06    684.673
 9161.00 0.98623842 1.7269E-23 0.0000E+00 0.0000E+00 4.2313E-09 4.2313E-09 0.0000E+00 0.0000E+00 4.2313E-09 6.64E-06 6.82E-06   0.014 1.0000 6.9345E-06    686.759
 9171.00 0.97485799 3.0561E-23 0.0000E+00 0.0000E+00 4.2086E-09 4.2086E-09 0.0000E+00 0.0000E+00 4.2086E-09 6.51E-06 6.83E-06   0.025 1.0000 6.9883E-06    687.199
 9181.00 0.98152792 2.1456E-23 0.0000E+00 0.0000E+00 4.1887E-09 4.1887E-09 0.0000E+00 0.0000E+00 4.1887E-09 6.50E-06 6.74E-06   0.019 1.0000 6.8738E-06    687.661
 9191.00 0.98694104 1.4232E-23 0.0000E+00 0.0000E+00 4.2203E-09 4.2203E-09 0.0000E+00 0.0000E+00 4.2203E-09 6.56E-06 6.74E-06   0.013 1.0000 6.8531E-06    688.563
 9201.00 0.97795874 2.2756E-23 0.0000E+00 0.0000E+00 4.1393E-09 4.1393E-09 0.0000E+00 0.0000E+00 4.1393E-09 6.37E-06 6.63E-06   0.022 1.0000 6.7792E-06    688.500
 9211.00 0.97840458 2.1535E-23 0.0000E+00 0.0000E+00 4.3069E-09 4.3069E-09 0.0000E+00 0.0000E+00 4.3069E-09 6.61E-06 6.88E-06   0.022 1.0000 7.0277E-06    690.557
 9221.00 0.98464292 1.4485E-23 0.0000E+00 0.0000E+00 4.3159E-09 4.3159E-09 0.0000E+00 0.0000E+00 4.3159E-09 6.63E-06 6.84E-06   0.015 1.0000 6.9689E-06    691.265
 9231.00 0.98310077 1.5309E-23 0.0000E+00 0.0000E+00 4.2119E-09 4.2119E-09 0.0000E+00 0.0000E+00 4.2119E-09 6.45E-06 6.67E-06   0.017 1.0000 6.7955E-06    691.019
 9241.00 0.98789644 1.0206E-23 0.0000E+00 0.0000E+00 4.2450E-09 4.2450E-09 0.0000E+00 0.0000E+00 4.2450E-09 6.51E-06 6.67E-06   0.012 1.0000 6.7842E-06    691.932
 9251.00 0.98404419 1.3007E-23 0.0000E+00 0.0000E+00 4.3087E-09 4.3087E-09 0.0000E+00 0.0000E+00 4.3087E-09 6.56E-06 6.77E-06   0.016 1.0000 6.9007E-06    693.102
 9261.00 0.98584539 1.0997E-23 0.0000E+00 0.0000E+00 4.3899E-09 4.3899E-09 0.0000E+00 0.0000E+00 4.3899E-09 6.68E-06 6.87E-06   0.014 1.0000 6.9947E-06    694.409
 9271.00 0.98934293 7.7283E-24 0.0000E+00 0.0000E+00 4.3476E-09 4.3476E-09 0.0000E+00 0.0000E+00 4.3476E-09 6.62E-06 6.76E-06   0.011 1.0000 6.8762E-06    694.690
 9281.00 0.98417675 1.1169E-23 0.0000E+00 0.0000E+00 4.4283E-09 4.4283E-09 0.0000E+00 0.0000E+00 4.4283E-09 6.68E-06 6.90E-06   0.016 1.0000 7.0330E-06    695.989
 9291.00 0.98974615 6.7191E-24 0.0000E+00 0.0000E+00 4.4614E-09 4.4614E-09 0.0000E+00 0.0000E+00 4.4614E-09 6.75E-06 6.90E-06   0.010 1.0000 7.0135E-06    696.893
 9301.00 0.98718083 8.0611E-24 0.0000E+00 0.0000E+00 4.3632E-09 4.3632E-09 0.0000E+00 0.0000E+00 4.3632E-09 6.57E-06 6.74E-06   0.013 1.0000 6.8637E-06    696.717
