band,atmosphere_model,aerosol_model,humidity_profile,visibility_km,observer_alt_km,target_alt_km,range_km,solar_zenith_deg,tau_up_band,tau_down_band,path_radiance_band,sky_radiance_band,path_scattering_radiance_band,solar_irradiance_band,unit_radiance,unit_irradiance,source_case_ids
MWIR,Mid-Latitude Summer,Rural,default,5,20,15,20,45,0.8303007572,0.8511959858,6.685524879e-10,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs20_tar15_rng20_vis5_aerRural_humdefault;MWIR_thermal_obs20_tar15_rng20_vis5_aerRural_humdefault;MWIR_solar_obs20_tar15_rng20_vis5_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,5,10,3,20,45,0.5007454761,0.57325377,1.756217437e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs10_tar3_rng20_vis5_aerRural_humdefault;MWIR_thermal_obs10_tar3_rng20_vis5_aerRural_humdefault;MWIR_solar_obs10_tar3_rng20_vis5_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,5,20,3,20,45,0.6037876024,0.57325377,1.069660054e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs20_tar3_rng20_vis5_aerRural_humdefault;MWIR_thermal_obs20_tar3_rng20_vis5_aerRural_humdefault;MWIR_solar_obs20_tar3_rng20_vis5_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,10,3,3,20,45,0.3234554128,0.57325377,6.424014832e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs3_tar3_rng20_vis10_aerRural_humdefault;MWIR_thermal_obs3_tar3_rng20_vis10_aerRural_humdefault;MWIR_solar_obs3_tar3_rng20_vis10_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,10,5,5,20,45,0.4732878245,0.668494358,2.952063113e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs5_tar5_rng20_vis10_aerRural_humdefault;MWIR_thermal_obs5_tar5_rng20_vis10_aerRural_humdefault;MWIR_solar_obs5_tar5_rng20_vis10_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,10,10,10,20,45,0.7052243284,0.7952563752,3.39669783e-09,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs10_tar10_rng20_vis10_aerRural_humdefault;MWIR_thermal_obs10_tar10_rng20_vis10_aerRural_humdefault;MWIR_solar_obs10_tar10_rng20_vis10_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,10,15,15,20,45,0.8071528764,0.8511959858,6.644046829e-10,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs15_tar15_rng20_vis10_aerRural_humdefault;MWIR_thermal_obs15_tar15_rng20_vis10_aerRural_humdefault;MWIR_solar_obs15_tar15_rng20_vis10_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,10,20,20,20,45,0.8539923361,0.8875213712,6.381685235e-10,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs20_tar20_rng20_vis10_aerRural_humdefault;MWIR_thermal_obs20_tar20_rng20_vis10_aerRural_humdefault;MWIR_solar_obs20_tar20_rng20_vis10_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,10,5,3,20,45,0.3911508774,0.57325377,4.047480132e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs5_tar3_rng20_vis10_aerRural_humdefault;MWIR_thermal_obs5_tar3_rng20_vis10_aerRural_humdefault;MWIR_solar_obs5_tar3_rng20_vis10_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,10,10,5,20,45,0.5861903324,0.668494358,9.362459726e-09,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs10_tar5_rng20_vis10_aerRural_humdefault;MWIR_thermal_obs10_tar5_rng20_vis10_aerRural_humdefault;MWIR_solar_obs10_tar5_rng20_vis10_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,10,15,10,20,45,0.7605567973,0.7952563752,1.083163824e-09,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs15_tar10_rng20_vis10_aerRural_humdefault;MWIR_thermal_obs15_tar10_rng20_vis10_aerRural_humdefault;MWIR_solar_obs15_tar10_rng20_vis10_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,10,20,10,20,45,0.7864738671,0.7952563752,9.757839935e-10,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs20_tar10_rng20_vis10_aerRural_humdefault;MWIR_thermal_obs20_tar10_rng20_vis10_aerRural_humdefault;MWIR_solar_obs20_tar10_rng20_vis10_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,10,20,15,20,45,0.8303007572,0.8511959858,6.685524879e-10,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs20_tar15_rng20_vis10_aerRural_humdefault;MWIR_thermal_obs20_tar15_rng20_vis10_aerRural_humdefault;MWIR_solar_obs20_tar15_rng20_vis10_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,10,10,3,20,45,0.5007454761,0.57325377,1.756217437e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs10_tar3_rng20_vis10_aerRural_humdefault;MWIR_thermal_obs10_tar3_rng20_vis10_aerRural_humdefault;MWIR_solar_obs10_tar3_rng20_vis10_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,10,20,3,20,45,0.6037876024,0.57325377,1.069660054e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs20_tar3_rng20_vis10_aerRural_humdefault;MWIR_thermal_obs20_tar3_rng20_vis10_aerRural_humdefault;MWIR_solar_obs20_tar3_rng20_vis10_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,23,3,3,20,45,0.3234554128,0.57325377,6.424014832e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs3_tar3_rng20_vis23_aerRural_humdefault;MWIR_thermal_obs3_tar3_rng20_vis23_aerRural_humdefault;MWIR_solar_obs3_tar3_rng20_vis23_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,23,5,5,20,45,0.4732878245,0.668494358,2.952063113e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs5_tar5_rng20_vis23_aerRural_humdefault;MWIR_thermal_obs5_tar5_rng20_vis23_aerRural_humdefault;MWIR_solar_obs5_tar5_rng20_vis23_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,23,10,10,20,45,0.7052243284,0.7952563752,3.39669783e-09,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs10_tar10_rng20_vis23_aerRural_humdefault;MWIR_thermal_obs10_tar10_rng20_vis23_aerRural_humdefault;MWIR_solar_obs10_tar10_rng20_vis23_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,23,15,15,20,45,0.8071528764,0.8511959858,6.644046829e-10,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs15_tar15_rng20_vis23_aerRural_humdefault;MWIR_thermal_obs15_tar15_rng20_vis23_aerRural_humdefault;MWIR_solar_obs15_tar15_rng20_vis23_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,23,20,20,20,45,0.8539923361,0.8875213712,6.381685235e-10,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs20_tar20_rng20_vis23_aerRural_humdefault;MWIR_thermal_obs20_tar20_rng20_vis23_aerRural_humdefault;MWIR_solar_obs20_tar20_rng20_vis23_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,23,5,3,20,45,0.3911508774,0.57325377,4.047480132e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs5_tar3_rng20_vis23_aerRural_humdefault;MWIR_thermal_obs5_tar3_rng20_vis23_aerRural_humdefault;MWIR_solar_obs5_tar3_rng20_vis23_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,23,10,5,20,45,0.5861903324,0.668494358,9.362459726e-09,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs10_tar5_rng20_vis23_aerRural_humdefault;MWIR_thermal_obs10_tar5_rng20_vis23_aerRural_humdefault;MWIR_solar_obs10_tar5_rng20_vis23_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,23,15,10,20,45,0.7605567973,0.7952563752,1.083163824e-09,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs15_tar10_rng20_vis23_aerRural_humdefault;MWIR_thermal_obs15_tar10_rng20_vis23_aerRural_humdefault;MWIR_solar_obs15_tar10_rng20_vis23_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,23,20,10,20,45,0.7864738671,0.7952563752,9.757839935e-10,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs20_tar10_rng20_vis23_aerRural_humdefault;MWIR_thermal_obs20_tar10_rng20_vis23_aerRural_humdefault;MWIR_solar_obs20_tar10_rng20_vis23_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,23,20,15,20,45,0.8303007572,0.8511959858,6.685524879e-10,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs20_tar15_rng20_vis23_aerRural_humdefault;MWIR_thermal_obs20_tar15_rng20_vis23_aerRural_humdefault;MWIR_solar_obs20_tar15_rng20_vis23_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,23,10,3,20,45,0.5007454761,0.57325377,1.756217437e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs10_tar3_rng20_vis23_aerRural_humdefault;MWIR_thermal_obs10_tar3_rng20_vis23_aerRural_humdefault;MWIR_solar_obs10_tar3_rng20_vis23_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,23,20,3,20,45,0.6037876024,0.57325377,1.069660054e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs20_tar3_rng20_vis23_aerRural_humdefault;MWIR_thermal_obs20_tar3_rng20_vis23_aerRural_humdefault;MWIR_solar_obs20_tar3_rng20_vis23_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,50,3,3,20,45,0.3253305431,0.5734693103,6.414445257e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs3_tar3_rng20_vis50_aerRural_humdefault;MWIR_thermal_obs3_tar3_rng20_vis50_aerRural_humdefault;MWIR_solar_obs3_tar3_rng20_vis50_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,50,5,5,20,45,0.4732905513,0.668494358,2.952051952e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs5_tar5_rng20_vis50_aerRural_humdefault;MWIR_thermal_obs5_tar5_rng20_vis50_aerRural_humdefault;MWIR_solar_obs5_tar5_rng20_vis50_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,50,10,10,20,45,0.7052243284,0.7952563752,3.39669783e-09,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs10_tar10_rng20_vis50_aerRural_humdefault;MWIR_thermal_obs10_tar10_rng20_vis50_aerRural_humdefault;MWIR_solar_obs10_tar10_rng20_vis50_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,50,15,15,20,45,0.8071528764,0.8511959858,6.644046829e-10,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs15_tar15_rng20_vis50_aerRural_humdefault;MWIR_thermal_obs15_tar15_rng20_vis50_aerRural_humdefault;MWIR_solar_obs15_tar15_rng20_vis50_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,50,20,20,20,45,0.8539923361,0.8875213712,6.381685235e-10,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs20_tar20_rng20_vis50_aerRural_humdefault;MWIR_thermal_obs20_tar20_rng20_vis50_aerRural_humdefault;MWIR_solar_obs20_tar20_rng20_vis50_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,50,5,3,20,45,0.3921042123,0.5734693103,4.043418502e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs5_tar3_rng20_vis50_aerRural_humdefault;MWIR_thermal_obs5_tar3_rng20_vis50_aerRural_humdefault;MWIR_solar_obs5_tar3_rng20_vis50_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,50,10,5,20,45,0.5861903324,0.668494358,9.362459726e-09,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs10_tar5_rng20_vis50_aerRural_humdefault;MWIR_thermal_obs10_tar5_rng20_vis50_aerRural_humdefault;MWIR_solar_obs10_tar5_rng20_vis50_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,50,15,10,20,45,0.7605567973,0.7952563752,1.083163824e-09,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs15_tar10_rng20_vis50_aerRural_humdefault;MWIR_thermal_obs15_tar10_rng20_vis50_aerRural_humdefault;MWIR_solar_obs15_tar10_rng20_vis50_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,50,20,10,20,45,0.7864738671,0.7952563752,9.757839935e-10,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs20_tar10_rng20_vis50_aerRural_humdefault;MWIR_thermal_obs20_tar10_rng20_vis50_aerRural_humdefault;MWIR_solar_obs20_tar10_rng20_vis50_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,50,20,15,20,45,0.8303007572,0.8511959858,6.685524879e-10,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs20_tar15_rng20_vis50_aerRural_humdefault;MWIR_thermal_obs20_tar15_rng20_vis50_aerRural_humdefault;MWIR_solar_obs20_tar15_rng20_vis50_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,50,10,3,20,45,0.5011125413,0.5734693103,1.754586624e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs10_tar3_rng20_vis50_aerRural_humdefault;MWIR_thermal_obs10_tar3_rng20_vis50_aerRural_humdefault;MWIR_solar_obs10_tar3_rng20_vis50_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,50,20,3,20,45,0.6039780952,0.5734693103,1.068824198e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs20_tar3_rng20_vis50_aerRural_humdefault;MWIR_thermal_obs20_tar3_rng20_vis50_aerRural_humdefault;MWIR_solar_obs20_tar3_rng20_vis50_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,2,3,3,35,45,0.2339975278,0.57325377,7.203887667e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs3_tar3_rng35_vis2_aerRural_humdefault;MWIR_thermal_obs3_tar3_rng35_vis2_aerRural_humdefault;MWIR_solar_obs3_tar3_rng35_vis2_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,2,5,5,35,45,0.3810164396,0.668494358,3.467742567e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs5_tar5_rng35_vis2_aerRural_humdefault;MWIR_thermal_obs5_tar5_rng35_vis2_aerRural_humdefault;MWIR_solar_obs5_tar5_rng35_vis2_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,2,10,10,35,45,0.6500788489,0.7952563752,4.025029723e-09,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs10_tar10_rng35_vis2_aerRural_humdefault;MWIR_thermal_obs10_tar10_rng35_vis2_aerRural_humdefault;MWIR_solar_obs10_tar10_rng35_vis2_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,2,15,15,35,45,0.777050809,0.8511959858,7.913780248e-10,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs15_tar15_rng35_vis2_aerRural_humdefault;MWIR_thermal_obs15_tar15_rng35_vis2_aerRural_humdefault;MWIR_solar_obs15_tar15_rng35_vis2_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,2,20,20,35,45,0.8312899632,0.8875213712,7.728187334e-10,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs20_tar20_rng35_vis2_aerRural_humdefault;MWIR_thermal_obs20_tar20_rng35_vis2_aerRural_humdefault;MWIR_solar_obs20_tar20_rng35_vis2_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,2,5,3,35,45,0.2978370543,0.57325377,4.619078602e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs5_tar3_rng35_vis2_aerRural_humdefault;MWIR_thermal_obs5_tar3_rng35_vis2_aerRural_humdefault;MWIR_solar_obs5_tar3_rng35_vis2_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,2,10,5,35,45,0.5064286867,0.668494358,1.118248816e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs10_tar5_rng35_vis2_aerRural_humdefault;MWIR_thermal_obs10_tar5_rng35_vis2_aerRural_humdefault;MWIR_solar_obs10_tar5_rng35_vis2_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,2,15,10,35,45,0.7190002076,0.7952563752,1.296469597e-09,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs15_tar10_rng35_vis2_aerRural_humdefault;MWIR_thermal_obs15_tar10_rng35_vis2_aerRural_humdefault;MWIR_solar_obs15_tar10_rng35_vis2_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,2,20,10,35,45,0.7508152386,0.7952563752,1.166258444e-09,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs20_tar10_rng35_vis2_aerRural_humdefault;MWIR_thermal_obs20_tar10_rng35_vis2_aerRural_humdefault;MWIR_solar_obs20_tar10_rng35_vis2_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,2,20,15,35,45,0.8041328758,0.8511959858,8.015077473e-10,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs20_tar15_rng35_vis2_aerRural_humdefault;MWIR_thermal_obs20_tar15_rng35_vis2_aerRural_humdefault;MWIR_solar_obs20_tar15_rng35_vis2_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,2,10,3,35,45,0.4109525728,0.57325377,2.070862127e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs10_tar3_rng35_vis2_aerRural_humdefault;MWIR_thermal_obs10_tar3_rng35_vis2_aerRural_humdefault;MWIR_solar_obs10_tar3_rng35_vis2_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,2,20,3,35,45,0.5273174668,0.57325377,1.293644061e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs20_tar3_rng35_vis2_aerRural_humdefault;MWIR_thermal_obs20_tar3_rng35_vis2_aerRural_humdefault;MWIR_solar_obs20_tar3_rng35_vis2_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,5,3,3,35,45,0.2339975278,0.57325377,7.203887667e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs3_tar3_rng35_vis5_aerRural_humdefault;MWIR_thermal_obs3_tar3_rng35_vis5_aerRural_humdefault;MWIR_solar_obs3_tar3_rng35_vis5_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,5,5,5,35,45,0.3810164396,0.668494358,3.467742567e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs5_tar5_rng35_vis5_aerRural_humdefault;MWIR_thermal_obs5_tar5_rng35_vis5_aerRural_humdefault;MWIR_solar_obs5_tar5_rng35_vis5_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,5,10,10,35,45,0.6500788489,0.7952563752,4.025029723e-09,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs10_tar10_rng35_vis5_aerRural_humdefault;MWIR_thermal_obs10_tar10_rng35_vis5_aerRural_humdefault;MWIR_solar_obs10_tar10_rng35_vis5_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,5,15,15,35,45,0.777050809,0.8511959858,7.913780248e-10,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs15_tar15_rng35_vis5_aerRural_humdefault;MWIR_thermal_obs15_tar15_rng35_vis5_aerRural_humdefault;MWIR_solar_obs15_tar15_rng35_vis5_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,5,20,20,35,45,0.8312899632,0.8875213712,7.728187334e-10,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs20_tar20_rng35_vis5_aerRural_humdefault;MWIR_thermal_obs20_tar20_rng35_vis5_aerRural_humdefault;MWIR_solar_obs20_tar20_rng35_vis5_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,5,5,3,35,45,0.2978370543,0.57325377,4.619078602e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs5_tar3_rng35_vis5_aerRural_humdefault;MWIR_thermal_obs5_tar3_rng35_vis5_aerRural_humdefault;MWIR_solar_obs5_tar3_rng35_vis5_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,5,10,5,35,45,0.5064286867,0.668494358,1.118248816e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs10_tar5_rng35_vis5_aerRural_humdefault;MWIR_thermal_obs10_tar5_rng35_vis5_aerRural_humdefault;MWIR_solar_obs10_tar5_rng35_vis5_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,5,15,10,35,45,0.7190002076,0.7952563752,1.296469597e-09,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs15_tar10_rng35_vis5_aerRural_humdefault;MWIR_thermal_obs15_tar10_rng35_vis5_aerRural_humdefault;MWIR_solar_obs15_tar10_rng35_vis5_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,5,20,10,35,45,0.7508152386,0.7952563752,1.166258444e-09,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs20_tar10_rng35_vis5_aerRural_humdefault;MWIR_thermal_obs20_tar10_rng35_vis5_aerRural_humdefault;MWIR_solar_obs20_tar10_rng35_vis5_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,5,20,15,35,45,0.8041328758,0.8511959858,8.015077473e-10,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs20_tar15_rng35_vis5_aerRural_humdefault;MWIR_thermal_obs20_tar15_rng35_vis5_aerRural_humdefault;MWIR_solar_obs20_tar15_rng35_vis5_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,5,10,3,35,45,0.4109525728,0.57325377,2.070862127e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs10_tar3_rng35_vis5_aerRural_humdefault;MWIR_thermal_obs10_tar3_rng35_vis5_aerRural_humdefault;MWIR_solar_obs10_tar3_rng35_vis5_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,5,20,3,35,45,0.5273174668,0.57325377,1.293644061e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs20_tar3_rng35_vis5_aerRural_humdefault;MWIR_thermal_obs20_tar3_rng35_vis5_aerRural_humdefault;MWIR_solar_obs20_tar3_rng35_vis5_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,10,3,3,35,45,0.2339975278,0.57325377,7.203887667e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs3_tar3_rng35_vis10_aerRural_humdefault;MWIR_thermal_obs3_tar3_rng35_vis10_aerRural_humdefault;MWIR_solar_obs3_tar3_rng35_vis10_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,10,5,5,35,45,0.3810164396,0.668494358,3.467742567e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs5_tar5_rng35_vis10_aerRural_humdefault;MWIR_thermal_obs5_tar5_rng35_vis10_aerRural_humdefault;MWIR_solar_obs5_tar5_rng35_vis10_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,10,10,10,35,45,0.6500788489,0.7952563752,4.025029723e-09,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs10_tar10_rng35_vis10_aerRural_humdefault;MWIR_thermal_obs10_tar10_rng35_vis10_aerRural_humdefault;MWIR_solar_obs10_tar10_rng35_vis10_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,10,15,15,35,45,0.777050809,0.8511959858,7.913780248e-10,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs15_tar15_rng35_vis10_aerRural_humdefault;MWIR_thermal_obs15_tar15_rng35_vis10_aerRural_humdefault;MWIR_solar_obs15_tar15_rng35_vis10_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,10,20,20,35,45,0.8312899632,0.8875213712,7.728187334e-10,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs20_tar20_rng35_vis10_aerRural_humdefault;MWIR_thermal_obs20_tar20_rng35_vis10_aerRural_humdefault;MWIR_solar_obs20_tar20_rng35_vis10_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,10,5,3,35,45,0.2978370543,0.57325377,4.619078602e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs5_tar3_rng35_vis10_aerRural_humdefault;MWIR_thermal_obs5_tar3_rng35_vis10_aerRural_humdefault;MWIR_solar_obs5_tar3_rng35_vis10_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,10,10,5,35,45,0.5064286867,0.668494358,1.118248816e-08,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs10_tar5_rng35_vis10_aerRural_humdefault;MWIR_thermal_obs10_tar5_rng35_vis10_aerRural_humdefault;MWIR_solar_obs10_tar5_rng35_vis10_aerRural_humdefault_sza45
MWIR,Mid-Latitude Summer,Rural,default,10,15,10,35,45,0.7190002076,0.7952563752,1.296469597e-09,,,1.503566713e-06,MODOUT2_native,MODOUT2_native,MWIR_transmittance_obs15_tar10_rng35_vis10_aerRural_humdefault;MWIR_thermal_obs15_tar10_rng35_vis10_aerRural_humdefault;MWIR_solar_obs15_tar10_rng35_vis10_aerRural_humdefault_sza45
