band,observer_alt_km,target_alt_km,range_km,visibility_km,tau_up_band,source_case_id,requested_visibility,modin_visibility_line_or_hash,modin_sha256,MODOUT1_actual_aerosol_visibility_lines,modout1_sha256,raw_sample_dir,diagnosis
NIR,15,10,10,23,0.9867637602,NIR_transmittance_obs15_tar10_rng10_vis23_aerRural_humdefault,23,line3:1    0    1    0    0    0     23.000     0.000     0.000     0.000     0.000,d4529c4a0f567388,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,15,10,10,50,0.9867637602,NIR_transmittance_obs15_tar10_rng10_vis50_aerRural_humdefault,50,line3:1    0    1    0    0    0     50.000     0.000     0.000     0.000     0.000,a9e9c54adca1abf9,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,15,10,20,2,0.9761932837,NIR_transmittance_obs15_tar10_rng20_vis2_aerRural_humdefault,2,line3:1    0    1    0    0    0      2.000     0.000     0.000     0.000     0.000,1ead5e265e270884,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,15,10,20,5,0.9761932837,NIR_transmittance_obs15_tar10_rng20_vis5_aerRural_humdefault,5,line3:1    0    1    0    0    0      5.000     0.000     0.000     0.000     0.000,735c9c3c9de85caa,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,15,10,20,10,0.9761932837,NIR_transmittance_obs15_tar10_rng20_vis10_aerRural_humdefault,10,line3:1    0    1    0    0    0     10.000     0.000     0.000     0.000     0.000,7c6c5b037a47f05e,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,15,10,20,23,0.9761932837,NIR_transmittance_obs15_tar10_rng20_vis23_aerRural_humdefault,23,line3:1    0    1    0    0    0     23.000     0.000     0.000     0.000     0.000,0455d96a9ecdd97a,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,15,10,20,50,0.9761932837,NIR_transmittance_obs15_tar10_rng20_vis50_aerRural_humdefault,50,line3:1    0    1    0    0    0     50.000     0.000     0.000     0.000     0.000,a09b9e8ae3abcb77,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,15,10,35,2,0.9614904728,NIR_transmittance_obs15_tar10_rng35_vis2_aerRural_humdefault,2,line3:1    0    1    0    0    0      2.000     0.000     0.000     0.000     0.000,2f702f20cb8c2fc0,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,15,10,35,5,0.9614904728,NIR_transmittance_obs15_tar10_rng35_vis5_aerRural_humdefault,5,line3:1    0    1    0    0    0      5.000     0.000     0.000     0.000     0.000,25ac375b661b17d6,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,15,10,35,10,0.9614904728,NIR_transmittance_obs15_tar10_rng35_vis10_aerRural_humdefault,10,line3:1    0    1    0    0    0     10.000     0.000     0.000     0.000     0.000,4266b36261aa1755,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,15,10,35,23,0.9614904728,NIR_transmittance_obs15_tar10_rng35_vis23_aerRural_humdefault,23,line3:1    0    1    0    0    0     23.000     0.000     0.000     0.000     0.000,95ef6783345c5c6d,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,15,10,35,50,0.9614904728,NIR_transmittance_obs15_tar10_rng35_vis50_aerRural_humdefault,50,line3:1    0    1    0    0    0     50.000     0.000     0.000     0.000     0.000,32f799ba916922f0,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,15,10,50,2,0.9475140262,NIR_transmittance_obs15_tar10_rng50_vis2_aerRural_humdefault,2,line3:1    0    1    0    0    0      2.000     0.000     0.000     0.000     0.000,a8a18786cc63c48a,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,15,10,50,5,0.9475140262,NIR_transmittance_obs15_tar10_rng50_vis5_aerRural_humdefault,5,line3:1    0    1    0    0    0      5.000     0.000     0.000     0.000     0.000,ab9cf7c2674b408b,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,15,10,50,10,0.9475140262,NIR_transmittance_obs15_tar10_rng50_vis10_aerRural_humdefault,10,line3:1    0    1    0    0    0     10.000     0.000     0.000     0.000     0.000,03e94b1a55ec8835,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,15,10,50,23,0.9475140262,NIR_transmittance_obs15_tar10_rng50_vis23_aerRural_humdefault,23,line3:1    0    1    0    0    0     23.000     0.000     0.000     0.000     0.000,24ae33db7a2ac938,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,15,10,50,50,0.9475140262,NIR_transmittance_obs15_tar10_rng50_vis50_aerRural_humdefault,50,line3:1    0    1    0    0    0     50.000     0.000     0.000     0.000     0.000,0215cf52bc8441ad,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,10,10,2,0.9899220196,NIR_transmittance_obs20_tar10_rng10_vis2_aerRural_humdefault,2,line3:1    0    1    0    0    0      2.000     0.000     0.000     0.000     0.000,997e3d6bc5fe0dd7,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,10,10,5,0.9899220196,NIR_transmittance_obs20_tar10_rng10_vis5_aerRural_humdefault,5,line3:1    0    1    0    0    0      5.000     0.000     0.000     0.000     0.000,80948d9ae4fb439c,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,10,10,10,0.9899220196,NIR_transmittance_obs20_tar10_rng10_vis10_aerRural_humdefault,10,line3:1    0    1    0    0    0     10.000     0.000     0.000     0.000     0.000,37af92b867cc6151,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,10,10,23,0.9899220196,NIR_transmittance_obs20_tar10_rng10_vis23_aerRural_humdefault,23,line3:1    0    1    0    0    0     23.000     0.000     0.000     0.000     0.000,865fc8fa585c39ae,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,10,10,50,0.9899220196,NIR_transmittance_obs20_tar10_rng10_vis50_aerRural_humdefault,50,line3:1    0    1    0    0    0     50.000     0.000     0.000     0.000     0.000,dfc532a345692691,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,10,20,2,0.98172728,NIR_transmittance_obs20_tar10_rng20_vis2_aerRural_humdefault,2,line3:1    0    1    0    0    0      2.000     0.000     0.000     0.000     0.000,a4a1a763d566eb89,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,10,20,5,0.98172728,NIR_transmittance_obs20_tar10_rng20_vis5_aerRural_humdefault,5,line3:1    0    1    0    0    0      5.000     0.000     0.000     0.000     0.000,c8cb37489e575db4,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,10,20,10,0.98172728,NIR_transmittance_obs20_tar10_rng20_vis10_aerRural_humdefault,10,line3:1    0    1    0    0    0     10.000     0.000     0.000     0.000     0.000,763087137d8dddd3,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,10,20,23,0.98172728,NIR_transmittance_obs20_tar10_rng20_vis23_aerRural_humdefault,23,line3:1    0    1    0    0    0     23.000     0.000     0.000     0.000     0.000,0e6aa09c740a4b87,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,10,20,50,0.98172728,NIR_transmittance_obs20_tar10_rng20_vis50_aerRural_humdefault,50,line3:1    0    1    0    0    0     50.000     0.000     0.000     0.000     0.000,19f7f5e31db589c4,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,10,35,2,0.9702156237,NIR_transmittance_obs20_tar10_rng35_vis2_aerRural_humdefault,2,line3:1    0    1    0    0    0      2.000     0.000     0.000     0.000     0.000,a941b5869a67aa09,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,10,35,5,0.9702156237,NIR_transmittance_obs20_tar10_rng35_vis5_aerRural_humdefault,5,line3:1    0    1    0    0    0      5.000     0.000     0.000     0.000     0.000,c5960154971536d0,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,10,35,10,0.9702156237,NIR_transmittance_obs20_tar10_rng35_vis10_aerRural_humdefault,10,line3:1    0    1    0    0    0     10.000     0.000     0.000     0.000     0.000,9af94bb9e18a798a,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,10,35,23,0.9702156237,NIR_transmittance_obs20_tar10_rng35_vis23_aerRural_humdefault,23,line3:1    0    1    0    0    0     23.000     0.000     0.000     0.000     0.000,3640d5c7a795560d,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,10,35,50,0.9702156237,NIR_transmittance_obs20_tar10_rng35_vis50_aerRural_humdefault,50,line3:1    0    1    0    0    0     50.000     0.000     0.000     0.000     0.000,0580a96129afc439,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,10,50,2,0.9592132983,NIR_transmittance_obs20_tar10_rng50_vis2_aerRural_humdefault,2,line3:1    0    1    0    0    0      2.000     0.000     0.000     0.000     0.000,c3327a0ac20a0bcc,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,10,50,5,0.9592132983,NIR_transmittance_obs20_tar10_rng50_vis5_aerRural_humdefault,5,line3:1    0    1    0    0    0      5.000     0.000     0.000     0.000     0.000,b24385cd210b65c5,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,10,50,10,0.9592132983,NIR_transmittance_obs20_tar10_rng50_vis10_aerRural_humdefault,10,line3:1    0    1    0    0    0     10.000     0.000     0.000     0.000     0.000,56bafcd89b4a454a,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,10,50,23,0.9592132983,NIR_transmittance_obs20_tar10_rng50_vis23_aerRural_humdefault,23,line3:1    0    1    0    0    0     23.000     0.000     0.000     0.000     0.000,31d5f70be46ab8f0,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,10,50,50,0.9592132983,NIR_transmittance_obs20_tar10_rng50_vis50_aerRural_humdefault,50,line3:1    0    1    0    0    0     50.000     0.000     0.000     0.000     0.000,ca3f30b68c06a183,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,15,5,2,0.9964313171,NIR_transmittance_obs20_tar15_rng5_vis2_aerRural_humdefault,2,line3:1    0    1    0    0    0      2.000     0.000     0.000     0.000     0.000,cfe9165147c5cedd,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,15,5,5,0.9964313171,NIR_transmittance_obs20_tar15_rng5_vis5_aerRural_humdefault,5,line3:1    0    1    0    0    0      5.000     0.000     0.000     0.000     0.000,35fa614ac3483ae9,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,15,5,10,0.9964313171,NIR_transmittance_obs20_tar15_rng5_vis10_aerRural_humdefault,10,line3:1    0    1    0    0    0     10.000     0.000     0.000     0.000     0.000,0cc2b125531d2b89,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,15,5,23,0.9964313171,NIR_transmittance_obs20_tar15_rng5_vis23_aerRural_humdefault,23,line3:1    0    1    0    0    0     23.000     0.000     0.000     0.000     0.000,b395dedbfcca1cd8,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,15,5,50,0.9964313171,NIR_transmittance_obs20_tar15_rng5_vis50_aerRural_humdefault,50,line3:1    0    1    0    0    0     50.000     0.000     0.000     0.000     0.000,b855ca9d835c8c9c,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,15,10,2,0.9935643541,NIR_transmittance_obs20_tar15_rng10_vis2_aerRural_humdefault,2,line3:1    0    1    0    0    0      2.000     0.000     0.000     0.000     0.000,d9a529855682bf77,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,15,10,5,0.9935643541,NIR_transmittance_obs20_tar15_rng10_vis5_aerRural_humdefault,5,line3:1    0    1    0    0    0      5.000     0.000     0.000     0.000     0.000,bc9dcdc05875674b,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,15,10,10,0.9935643541,NIR_transmittance_obs20_tar15_rng10_vis10_aerRural_humdefault,10,line3:1    0    1    0    0    0     10.000     0.000     0.000     0.000     0.000,f90742490efd1190,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,15,10,23,0.9935643541,NIR_transmittance_obs20_tar15_rng10_vis23_aerRural_humdefault,23,line3:1    0    1    0    0    0     23.000     0.000     0.000     0.000     0.000,07da27cec7223b0a,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,15,10,50,0.9935643541,NIR_transmittance_obs20_tar15_rng10_vis50_aerRural_humdefault,50,line3:1    0    1    0    0    0     50.000     0.000     0.000     0.000     0.000,59b69940cacdbe34,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,15,20,2,0.988152987,NIR_transmittance_obs20_tar15_rng20_vis2_aerRural_humdefault,2,line3:1    0    1    0    0    0      2.000     0.000     0.000     0.000     0.000,958703a436f5b3cc,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,15,20,5,0.988152987,NIR_transmittance_obs20_tar15_rng20_vis5_aerRural_humdefault,5,line3:1    0    1    0    0    0      5.000     0.000     0.000     0.000     0.000,dfd27a17a5c3e9a7,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,15,20,10,0.988152987,NIR_transmittance_obs20_tar15_rng20_vis10_aerRural_humdefault,10,line3:1    0    1    0    0    0     10.000     0.000     0.000     0.000     0.000,7bbbe642057d33f5,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,15,20,23,0.988152987,NIR_transmittance_obs20_tar15_rng20_vis23_aerRural_humdefault,23,line3:1    0    1    0    0    0     23.000     0.000     0.000     0.000     0.000,b4d8eed49cd81b14,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,15,20,50,0.988152987,NIR_transmittance_obs20_tar15_rng20_vis50_aerRural_humdefault,50,line3:1    0    1    0    0    0     50.000     0.000     0.000     0.000     0.000,21d72666d00517de,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,15,35,2,0.9803855223,NIR_transmittance_obs20_tar15_rng35_vis2_aerRural_humdefault,2,line3:1    0    1    0    0    0      2.000     0.000     0.000     0.000     0.000,c45dfd0b190453e9,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,15,35,5,0.9803855223,NIR_transmittance_obs20_tar15_rng35_vis5_aerRural_humdefault,5,line3:1    0    1    0    0    0      5.000     0.000     0.000     0.000     0.000,635091fdafca8330,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,15,35,10,0.9803855223,NIR_transmittance_obs20_tar15_rng35_vis10_aerRural_humdefault,10,line3:1    0    1    0    0    0     10.000     0.000     0.000     0.000     0.000,7034768d5eafe1bd,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,15,35,23,0.9803855223,NIR_transmittance_obs20_tar15_rng35_vis23_aerRural_humdefault,23,line3:1    0    1    0    0    0     23.000     0.000     0.000     0.000     0.000,e9a97eff557d4bc0,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,15,35,50,0.9803855223,NIR_transmittance_obs20_tar15_rng35_vis50_aerRural_humdefault,50,line3:1    0    1    0    0    0     50.000     0.000     0.000     0.000     0.000,d7468d89dd9f845b,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,15,50,2,0.9728499925,NIR_transmittance_obs20_tar15_rng50_vis2_aerRural_humdefault,2,line3:1    0    1    0    0    0      2.000     0.000     0.000     0.000     0.000,09c65795e3cb6af8,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,15,50,5,0.9728499925,NIR_transmittance_obs20_tar15_rng50_vis5_aerRural_humdefault,5,line3:1    0    1    0    0    0      5.000     0.000     0.000     0.000     0.000,b43429c754a1dbb2,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,15,50,10,0.9728499925,NIR_transmittance_obs20_tar15_rng50_vis10_aerRural_humdefault,10,line3:1    0    1    0    0    0     10.000     0.000     0.000     0.000     0.000,825f61a49be2fac4,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,15,50,23,0.9728499925,NIR_transmittance_obs20_tar15_rng50_vis23_aerRural_humdefault,23,line3:1    0    1    0    0    0     23.000     0.000     0.000     0.000     0.000,f466f315725b34c5,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
NIR,20,15,50,50,0.9728499925,NIR_transmittance_obs20_tar15_rng50_vis50_aerRural_humdefault,50,line3:1    0    1    0    0    0     50.000     0.000     0.000     0.000     0.000,04816ed741598019,MISSING_MODOUT1,MISSING_MODOUT1,MISSING_RAW_SAMPLE_DIR,NEED_RAW_SAMPLE_REVIEW
