T F 2    2    2    0    2    2    2    2    2    2    1    0    0   0.0000.00000
    1    1    1    0    0    0   5.00000   0.00000   0.00000   0.00000   0.00000
 -99.000 -99.000 -99.000
 -99.00000 -99.00000 -99.00000  2.922360  0.000710 ! H2O & O3 COLUMNS [GM/CM2]
   36MID-LATITUDE SUMMER 
  20.00000  15.00000 180.00000   5.00000   0.00000   0.00000    0        0.00000
    0    0  172    0
   0.00000   0.00000   0.00000  70.00331   0.00000 180.00000   0.00000   0.00000
    9091.0   14286.0      10.0      10.0NW              
    0   0    0.000  0    0.000  0    1.000
    FREQ  TOT_TRANS  PTH_THRML  THRML_SCT  SURF_EMIS   SOL_SCAT  SING_SCAT  GRND_RFLT  DRCT_RFLT  TOTAL_RAD  REF_SOL  SOL@OBS   DEPTH DIR_EM    TOA_SUN BBODY_T[K]
 9091.00 0.99891150 6.2654E-30 0.0000E+00 0.0000E+00 5.5091E-10 5.5091E-10 0.0000E+00 0.0000E+00 5.5091E-10 6.87E-06 6.90E-06   0.001 1.0000 6.9214E-06    616.739
 9101.00 0.99891526 5.8664E-30 0.0000E+00 0.0000E+00 5.3933E-10 5.3933E-10 0.0000E+00 0.0000E+00 5.3933E-10 6.70E-06 6.73E-06   0.001 1.0000 6.7529E-06    616.704
 9111.00 0.99891406 5.5143E-30 0.0000E+00 0.0000E+00 5.4258E-10 5.4258E-10 0.0000E+00 0.0000E+00 5.4258E-10 6.72E-06 6.75E-06   0.001 1.0000 6.7702E-06    617.461
 9121.00 0.99890882 5.2006E-30 0.0000E+00 0.0000E+00 5.4337E-10 5.4337E-10 0.0000E+00 0.0000E+00 5.4337E-10 6.71E-06 6.74E-06   0.001 1.0000 6.7570E-06    618.085
 9131.00 0.99890167 4.9147E-30 0.0000E+00 0.0000E+00 5.4202E-10 5.4202E-10 0.0000E+00 0.0000E+00 5.4202E-10 6.67E-06 6.70E-06   0.001 1.0000 6.7175E-06    618.594
 9141.00 0.99890274 4.6112E-30 0.0000E+00 0.0000E+00 5.2174E-10 5.2174E-10 0.0000E+00 0.0000E+00 5.2174E-10 6.40E-06 6.43E-06   0.001 1.0000 6.4440E-06    618.066
 9151.00 0.99888963 4.3779E-30 0.0000E+00 0.0000E+00 5.5740E-10 5.5740E-10 0.0000E+00 0.0000E+00 5.5740E-10 6.81E-06 6.84E-06   0.001 1.0000 6.8615E-06    620.575
 9161.00 0.99889511 4.0924E-30 0.0000E+00 0.0000E+00 5.6525E-10 5.6525E-10 0.0000E+00 0.0000E+00 5.6525E-10 6.88E-06 6.91E-06   0.001 1.0000 6.9345E-06    621.567
 9171.00 0.99888599 3.8731E-30 0.0000E+00 0.0000E+00 5.7153E-10 5.7153E-10 0.0000E+00 0.0000E+00 5.7153E-10 6.94E-06 6.97E-06   0.001 1.0000 6.9883E-06    622.473
 9181.00 0.99888456 3.6413E-30 0.0000E+00 0.0000E+00 5.6405E-10 5.6405E-10 0.0000E+00 0.0000E+00 5.6405E-10 6.82E-06 6.85E-06   0.001 1.0000 6.8738E-06    622.669
 9191.00 0.99888140 3.4285E-30 0.0000E+00 0.0000E+00 5.6426E-10 5.6426E-10 0.0000E+00 0.0000E+00 5.6426E-10 6.80E-06 6.83E-06   0.001 1.0000 6.8531E-06    623.263
 9201.00 0.99887210 3.2441E-30 0.0000E+00 0.0000E+00 5.6008E-10 5.6008E-10 0.0000E+00 0.0000E+00 5.6008E-10 6.73E-06 6.76E-06   0.001 1.0000 6.7792E-06    623.626
 9211.00 0.99886638 3.0613E-30 0.0000E+00 0.0000E+00 5.8256E-10 5.8256E-10 0.0000E+00 0.0000E+00 5.8256E-10 6.98E-06 7.01E-06   0.001 1.0000 7.0277E-06    625.367
 9221.00 0.99886358 2.8810E-30 0.0000E+00 0.0000E+00 5.7964E-10 5.7964E-10 0.0000E+00 0.0000E+00 5.7964E-10 6.92E-06 6.95E-06   0.001 1.0000 6.9689E-06    625.801
 9231.00 0.99885625 2.7216E-30 0.0000E+00 0.0000E+00 5.6710E-10 5.6710E-10 0.0000E+00 0.0000E+00 5.6710E-10 6.74E-06 6.77E-06   0.001 1.0000 6.7955E-06    625.739
 9241.00 0.99885058 2.5672E-30 0.0000E+00 0.0000E+00 5.6807E-10 5.6807E-10 0.0000E+00 0.0000E+00 5.6807E-10 6.73E-06 6.76E-06   0.001 1.0000 6.7842E-06    626.371
 9251.00 0.99884099 2.4289E-30 0.0000E+00 0.0000E+00 5.7976E-10 5.7976E-10 0.0000E+00 0.0000E+00 5.7976E-10 6.85E-06 6.88E-06   0.001 1.0000 6.9007E-06    627.555
 9261.00 0.99883193 2.2970E-30 0.0000E+00 0.0000E+00 5.8958E-10 5.8958E-10 0.0000E+00 0.0000E+00 5.8958E-10 6.94E-06 6.97E-06   0.001 1.0000 6.9947E-06    628.635
 9271.00 0.99882191 2.1734E-30 0.0000E+00 0.0000E+00 5.8154E-10 5.8154E-10 0.0000E+00 0.0000E+00 5.8154E-10 6.82E-06 6.86E-06   0.001 1.0000 6.8762E-06    628.811
 9281.00 0.99880707 2.0641E-30 0.0000E+00 0.0000E+00 5.9678E-10 5.9678E-10 0.0000E+00 0.0000E+00 5.9678E-10 6.98E-06 7.01E-06   0.001 1.0000 7.0330E-06    630.161
 9291.00 0.99879205 1.9603E-30 0.0000E+00 0.0000E+00 5.9710E-10 5.9710E-10 0.0000E+00 0.0000E+00 5.9710E-10 6.96E-06 6.99E-06   0.001 1.0000 7.0135E-06    630.761
 9301.00 0.99877185 1.8681E-30 0.0000E+00 0.0000E+00 5.8629E-10 5.8629E-10 0.0000E+00 0.0000E+00 5.8629E-10 6.81E-06 6.84E-06   0.001 1.0000 6.8637E-06    630.799
 9311.00 0.99874747 1.7854E-30 0.0000E+00 0.0000E+00 5.9860E-10 5.9860E-10 0.0000E+00 0.0000E+00 5.9860E-10 6.93E-06 6.96E-06   0.001 1.0000 6.9849E-06    632.001
 9321.00 0.99871731 1.7127E-30 0.0000E+00 0.0000E+00 5.9207E-10 5.9207E-10 0.0000E+00 0.0000E+00 5.9207E-10 6.83E-06 6.86E-06   0.001 1.0000 6.8861E-06    632.256
 9331.00 0.99867874 1.6516E-30 0.0000E+00 0.0000E+00 6.0468E-10 6.0468E-10 0.0000E+00 0.0000E+00 6.0468E-10 6.95E-06 6.99E-06   0.001 1.0000 7.0103E-06    633.468
 9341.00 0.99864042 1.5912E-30 0.0000E+00 0.0000E+00 6.0395E-10 6.0395E-10 0.0000E+00 0.0000E+00 6.0395E-10 6.92E-06 6.96E-06   0.001 1.0000 6.9794E-06    634.015
 9351.00 0.99859047 1.5435E-30 0.0000E+00 0.0000E+00 5.8213E-10 5.8213E-10 0.0000E+00 0.0000E+00 5.8213E-10 6.65E-06 6.68E-06   0.001 1.0000 6.7060E-06    633.497
 9361.00 0.99847829 1.5559E-30 0.0000E+00 0.0000E+00 6.0202E-10 6.0202E-10 0.0000E+00 0.0000E+00 6.0202E-10 6.85E-06 6.89E-06   0.002 1.0000 6.9146E-06    635.084
 9371.00 0.99848193 1.4577E-30 0.0000E+00 0.0000E+00 6.1204E-10 6.1204E-10 0.0000E+00 0.0000E+00 6.1204E-10 6.94E-06 6.98E-06   0.002 1.0000 7.0062E-06    636.161
 9381.00 0.99847227 1.3757E-30 0.0000E+00 0.0000E+00 6.1113E-10 6.1113E-10 0.0000E+00 0.0000E+00 6.1113E-10 6.91E-06 6.95E-06   0.002 1.0000 6.9727E-06    636.699
 9391.00 0.99847358 1.2915E-30 0.0000E+00 0.0000E+00 6.2367E-10 6.2367E-10 0.0000E+00 0.0000E+00 6.2367E-10 7.03E-06 7.07E-06   0.002 1.0000 7.0927E-06    637.893
 9401.00 0.99849820 1.1949E-30 0.0000E+00 0.0000E+00 6.2106E-10 6.2106E-10 0.0000E+00 0.0000E+00 6.2106E-10 6.97E-06 7.01E-06   0.002 1.0000 7.0394E-06    638.350
 9411.00 0.99853683 1.0950E-30 0.0000E+00 0.0000E+00 6.2167E-10 6.2167E-10 0.0000E+00 0.0000E+00 6.2167E-10 6.96E-06 7.00E-06   0.001 1.0000 7.0221E-06    638.962
 9421.00 0.99855578 1.0160E-30 0.0000E+00 0.0000E+00 6.2224E-10 6.2224E-10 0.0000E+00 0.0000E+00 6.2224E-10 6.94E-06 6.98E-06   0.001 1.0000 7.0055E-06    639.572
 9431.00 0.99856627 9.4801E-31 0.0000E+00 0.0000E+00 6.2092E-10 6.2092E-10 0.0000E+00 0.0000E+00 6.2092E-10 6.91E-06 6.94E-06   0.001 1.0000 6.9676E-06    640.091
 9441.00 0.99857932 8.8314E-31 0.0000E+00 0.0000E+00 6.2118E-10 6.2118E-10 0.0000E+00 0.0000E+00 6.2118E-10 6.89E-06 6.92E-06   0.001 1.0000 6.9484E-06    640.686
 9451.00 0.99859983 8.1866E-31 0.0000E+00 0.0000E+00 6.2560E-10 6.2560E-10 0.0000E+00 0.0000E+00 6.2560E-10 6.91E-06 6.95E-06   0.001 1.0000 6.9764E-06    641.484
 9461.00 0.99862272 7.5771E-31 0.0000E+00 0.0000E+00 6.3756E-10 6.3756E-10 0.0000E+00 0.0000E+00 6.3756E-10 7.03E-06 7.07E-06   0.001 1.0000 7.0891E-06    642.640
 9471.00 0.99864382 7.0193E-31 0.0000E+00 0.0000E+00 6.3955E-10 6.3955E-10 0.0000E+00 0.0000E+00 6.3955E-10 7.03E-06 7.07E-06   0.001 1.0000 7.0904E-06    643.318
 9481.00 0.99865818 6.5313E-31 0.0000E+00 0.0000E+00 6.4090E-10 6.4090E-10 0.0000E+00 0.0000E+00 6.4090E-10 7.02E-06 7.06E-06   0.001 1.0000 7.0848E-06    643.965
 9491.00 0.99866402 6.1123E-31 0.0000E+00 0.0000E+00 6.3749E-10 6.3749E-10 0.0000E+00 0.0000E+00 6.3749E-10 6.97E-06 7.00E-06   0.001 1.0000 7.0271E-06    644.386
 9501.00 0.99866283 5.7474E-31 0.0000E+00 0.0000E+00 6.4286E-10 6.4286E-10 0.0000E+00 0.0000E+00 6.4286E-10 7.01E-06 7.04E-06   0.001 1.0000 7.0663E-06    645.224
 9511.00 0.99867475 5.3558E-31 0.0000E+00 0.0000E+00 6.4532E-10 6.4532E-10 0.0000E+00 0.0000E+00 6.4532E-10 7.01E-06 7.05E-06   0.001 1.0000 7.0729E-06    645.923
 9521.00 0.99866629 5.0588E-31 0.0000E+00 0.0000E+00 6.4675E-10 6.4675E-10 0.0000E+00 0.0000E+00 6.4675E-10 7.01E-06 7.04E-06   0.001 1.0000 7.0689E-06    646.574
 9531.00 0.99866188 4.7706E-31 0.0000E+00 0.0000E+00 6.4995E-10 6.4995E-10 0.0000E+00 0.0000E+00 6.4995E-10 7.02E-06 7.06E-06   0.001 1.0000 7.0837E-06    647.307
 9541.00 0.99870658 4.3391E-31 0.0000E+00 0.0000E+00 6.5202E-10 6.5202E-10 0.0000E+00 0.0000E+00 6.5202E-10 7.02E-06 7.06E-06   0.001 1.0000 7.0847E-06    647.988
 9551.00 0.99870771 4.0719E-31 0.0000E+00 0.0000E+00 6.4776E-10 6.4776E-10 0.0000E+00 0.0000E+00 6.4776E-10 6.96E-06 6.99E-06   0.001 1.0000 7.0183E-06    648.370
 9561.00 0.99870729 3.8256E-31 0.0000E+00 0.0000E+00 6.4272E-10 6.4272E-10 0.0000E+00 0.0000E+00 6.4272E-10 6.89E-06 6.92E-06   0.001 1.0000 6.9440E-06    648.714
 9571.00 0.99870950 3.5862E-31 0.0000E+00 0.0000E+00 6.5659E-10 6.5659E-10 0.0000E+00 0.0000E+00 6.5659E-10 7.01E-06 7.05E-06   0.001 1.0000 7.0733E-06    649.950
 9581.00 0.99871075 3.3640E-31 0.0000E+00 0.0000E+00 6.5939E-10 6.5939E-10 0.0000E+00 0.0000E+00 6.5939E-10 7.02E-06 7.06E-06   0.001 1.0000 7.0833E-06    650.664
 9591.00 0.99870986 3.1606E-31 0.0000E+00 0.0000E+00 6.5688E-10 6.5688E-10 0.0000E+00 0.0000E+00 6.5688E-10 6.98E-06 7.01E-06   0.001 1.0000 7.0362E-06    651.130
 9601.00 0.99870664 2.9745E-31 0.0000E+00 0.0000E+00 6.6477E-10 6.6477E-10 0.0000E+00 0.0000E+00 6.6477E-10 7.04E-06 7.08E-06   0.001 1.0000 7.1006E-06    652.080
 9611.00 0.99870116 2.8040E-31 0.0000E+00 0.0000E+00 6.6272E-10 6.6272E-10 0.0000E+00 0.0000E+00 6.6272E-10 7.00E-06 7.03E-06   0.001 1.0000 7.0589E-06    652.568
 9621.00 0.99869674 2.6413E-31 0.0000E+00 0.0000E+00 6.6416E-10 6.6416E-10 0.0000E+00 0.0000E+00 6.6416E-10 6.99E-06 7.03E-06   0.001 1.0000 7.0542E-06    653.217
 9631.00 0.99869782 2.4780E-31 0.0000E+00 0.0000E+00 6.6561E-10 6.6561E-10 0.0000E+00 0.0000E+00 6.6561E-10 6.99E-06 7.03E-06   0.001 1.0000 7.0494E-06    653.867
 9641.00 0.99868357 2.3505E-31 0.0000E+00 0.0000E+00 6.6314E-10 6.6314E-10 0.0000E+00 0.0000E+00 6.6314E-10 6.94E-06 6.98E-06   0.001 1.0000 7.0036E-06    654.335
 9651.00 0.99869537 2.1893E-31 0.0000E+00 0.0000E+00 6.7514E-10 6.7514E-10 0.0000E+00 0.0000E+00 6.7514E-10 7.05E-06 7.09E-06   0.001 1.0000 7.1097E-06    655.472
 9661.00 0.99869800 2.0512E-31 0.0000E+00 0.0000E+00 6.6907E-10 6.6907E-10 0.0000E+00 0.0000E+00 6.6907E-10 6.97E-06 7.00E-06   0.001 1.0000 7.0258E-06    655.776
 9671.00 0.99869543 1.9296E-31 0.0000E+00 0.0000E+00 6.7114E-10 6.7114E-10 0.0000E+00 0.0000E+00 6.7114E-10 6.97E-06 7.00E-06   0.001 1.0000 7.0276E-06    656.454
 9681.00 0.99869263 1.8153E-31 0.0000E+00 0.0000E+00 6.7116E-10 6.7116E-10 0.0000E+00 0.0000E+00 6.7116E-10 6.95E-06 6.98E-06   0.001 1.0000 7.0080E-06    657.038
 9691.00 0.99868965 1.7080E-31 0.0000E+00 0.0000E+00 6.8264E-10 6.8264E-10 0.0000E+00 0.0000E+00 6.8264E-10 7.05E-06 7.08E-06   0.001 1.0000 7.1079E-06    658.147
 9701.00 0.99868667 1.6071E-31 0.0000E+00 0.0000E+00 6.8360E-10 6.8360E-10 0.0000E+00 0.0000E+00 6.8360E-10 7.04E-06 7.07E-06   0.001 1.0000 7.0980E-06    658.774
 9711.00 0.99868369 1.5123E-31 0.0000E+00 0.0000E+00 6.8405E-10 6.8405E-10 0.0000E+00 0.0000E+00 6.8405E-10 7.02E-06 7.06E-06   0.001 1.0000 7.0827E-06    659.377
 9721.00 0.99868029 1.4232E-31 0.0000E+00 0.0000E+00 6.8654E-10 6.8654E-10 0.0000E+00 0.0000E+00 6.8654E-10 7.03E-06 7.06E-06   0.001 1.0000 7.0883E-06    660.073
 9731.00 0.99867707 1.3395E-31 0.0000E+00 0.0000E+00 6.9232E-10 6.9232E-10 0.0000E+00 0.0000E+00 6.9232E-10 7.07E-06 7.10E-06   0.001 1.0000 7.1280E-06    660.917
 9741.00 0.99867392 1.2604E-31 0.0000E+00 0.0000E+00 6.9299E-10 6.9299E-10 0.0000E+00 0.0000E+00 6.9299E-10 7.05E-06 7.09E-06   0.001 1.0000 7.1148E-06    661.530
 9751.00 0.99867040 1.1862E-31 0.0000E+00 0.0000E+00 6.9599E-10 6.9599E-10 0.0000E+00 0.0000E+00 6.9599E-10 7.06E-06 7.10E-06   0.001 1.0000 7.1256E-06    662.248
 9761.00 0.99866670 1.1166E-31 0.0000E+00 0.0000E+00 6.9662E-10 6.9662E-10 0.0000E+00 0.0000E+00 6.9662E-10 7.05E-06 7.09E-06   0.001 1.0000 7.1121E-06    662.860
 9771.00 0.99866277 1.0513E-31 0.0000E+00 0.0000E+00 6.9976E-10 6.9976E-10 0.0000E+00 0.0000E+00 6.9976E-10 7.06E-06 7.10E-06   0.001 1.0000 7.1242E-06    663.583
 9781.00 0.99865985 9.8911E-32 0.0000E+00 0.0000E+00 6.9391E-10 6.9391E-10 0.0000E+00 0.0000E+00 6.9391E-10 6.98E-06 7.02E-06   0.001 1.0000 7.0450E-06    663.903
